trial;pic;iti
1;10B;12692,8
2;1B;13776,8
3;24B;13460
4;23A;13359,9
5;15C;14060,5
6;16D;13293,1
7;6D;13209,8
8;5A;12943
9;12A;12792,8
10;26C;12526
11;20D;12359,1
12;3A;13843,6
13;21A;12309,2
14;7C;13610,1
15;13D;12659,3
16;14B;13743,6
17;8D;12692,7
18;9B;13626,8
19;19A;12742,8
20;4D;13443,3
21;22A;12342,5
22;11A;13309,9
23;17D;13676,8
24;18A;12342,5
25;25C;13426,6
26;2B;0
