trial;pic;iti
1;10D;13243,1
2;26A;12826,1
3;19B;13076,3
4;7D;12692,6
5;20B;13793,5
6;12B;14077
7;1D;12609,3
8;14B;12692,7
9;11D;12692,7
10;21B;12792,7
11;8A;13026,3
12;18A;12742,7
13;15B;13276,4
14;6B;13993,6
15;22D;13793,5
16;2A;13209,8
17;16D;13793,4
18;5B;12576
19;23A;12158,9
20;13B;13176,4
21;4B;13543,3
22;3B;13826,8
23;24C;13293,1
24;25B;13126,4
25;9A;13976,9
26;17B;0
