trial;pic;iti
1;17A;13126,3
2;8A;13076,4
3;12C;12342,4
4;16D;13209,8
5;1C;13860,2
6;19B;12993
7;2C;13776,8
8;11C;14093,7
9;3B;13943,7
10;15C;12242,4
11;24B;13793,5
12;18A;13560
13;6C;12659,4
14;13A;13376,5
15;25D;12142,3
16;7A;13943,7
17;10B;13493,3
18;23D;13009,6
19;26D;13826,9
20;5D;13693,4
21;14B;12609,4
22;22B;12375,8
23;4C;12425,8
24;21B;13560
25;9D;13093
26;20D;0
