trial;pic;iti
1;8B;13993,6
2;18D;14043,6
3;22B;13693,4
4;11C;12375,7
5;7D;12642,6
6;4D;13443,2
7;6C;13977
8;16A;12275,6
9;2C;13443,2
10;3A;13309,8
11;20A;13860,1
12;17C;13393,2
13;15D;12642,6
14;14B;13259,7
15;25C;12192,3
16;24A;13209,7
17;19D;13159,7
18;1D;13176,3
19;10A;13860,1
20;23B;13943,6
21;21D;13960,2
22;26C;13576,7
23;9D;12575,9
24;5A;12509,1
25;13A;13343,2
26;12C;0
