trial;pic;iti
1;5A;14077,3
2;11B;12159,2
3;25C;13793,7
4;21C;13343,4
5;6B;14044
6;23B;12976,4
7;15D;12259,2
8;20A;14027,3
9;18A;12909,7
10;1A;12642,9
11;14A;12742,9
12;26D;12626,2
13;8C;12592,9
14;9C;12826,3
15;13D;13293,4
16;19A;13243,3
17;3D;14093,9
18;17B;12959,8
19;16A;13426,8
20;2C;13510,2
21;10A;12859,7
22;24A;12192,5
23;22C;13159,9
24;7D;12743
25;12C;12526,1
26;4B;0
