trial;pic;iti
1;15A;12892,9
2;17A;13343,2
3;22B;14060,4
4;5C;12309,1
5;25D;12359,1
6;3A;12626
7;12B;12642,7
8;11B;12742,8
9;8C;14110,4
10;16A;12959,6
11;18D;14177,1
12;13A;13326,6
13;24C;13209,7
14;14D;14110,5
15;4A;12726
16;9A;12342,5
17;1A;12392,5
18;19D;12992,9
19;10A;13810,2
20;7A;12909,6
21;2A;14010,4
22;23B;12225,7
23;21A;14177,1
24;26A;12309,1
25;6C;13409,9
26;20B;0
