trial;pic;iti
1;18C;13660,7
2;8D;12793,3
3;13B;14060,9
4;3D;12793,3
5;14B;12643,2
6;26D;13160,3
7;20B;12509,7
8;1A;12676,6
9;16B;12960,1
10;6C;12743,2
11;19A;13894,2
12;9D;13977,5
13;21A;12843,4
14;5B;12426,3
15;25B;12810
16;12D;13960,9
17;17B;13593,9
18;23D;14044,3
19;4A;13043,5
20;11C;12126,1
21;15B;13327
22;22C;13627,3
23;24A;13210,3
24;7B;13960,9
25;2C;12192,8
26;10A;0
