trial;pic;iti
1;13C;12926,3
2;25A;12159
3;18D;13543,3
4;3C;12859,6
5;17B;13643,4
6;22C;13376,6
7;2A;13576,7
8;21C;13960,3
9;1A;13776,9
10;9B;14143,8
11;6C;12626,1
12;5A;13977
13;14C;13376,6
14;10B;13710,1
15;24A;13726,9
16;11D;12259
17;12C;13776,9
18;15D;13676,8
19;7C;12926,3
20;26D;12309,1
21;19D;14060,4
22;16D;13226,5
23;20D;13460
24;8B;13126,3
25;23D;12809,5
26;4D;0
