trial;pic;iti
1;5A;13863
2;9B;12692,7
3;6A;12859,6
4;26B;12175,7
5;7C;12242,5
6;2A;13826,9
7;25C;12842,9
8;10D;12676,1
9;15B;12592,7
10;21A;12325,8
11;4A;13443,3
12;19C;12392,6
13;22D;13476,7
14;1C;12325,8
15;11D;12993
16;12D;12425,9
17;18D;13643,5
18;14D;12325,8
19;24C;13093,1
20;23D;14110,5
21;8A;12392,5
22;20B;12976,3
23;3C;12659,5
24;16D;13960,3
25;17B;12492,7
26;13B;0
