trial;pic;iti
1;23A;13943,7
2;16A;13426,6
3;17B;13526,6
4;9B;12642,7
5;26A;13876,9
6;2C;12475,9
7;7C;12609,3
8;12B;14093,8
9;4A;12259,1
10;22B;13276,4
11;21A;12809,5
12;8B;12842,8
13;24C;13626,8
14;18A;13293,1
15;11B;13476,7
16;5D;13243,1
17;19A;13393,2
18;1D;12709,4
19;10A;12726,1
20;14C;14127,1
21;15D;12792,8
22;6B;13626,7
23;13B;12542,6
24;3B;14060,4
25;20D;12609,4
26;25A;0
