trial;pic;iti
1;12B;12359,1
2;23B;14093,7
3;7C;13526,7
4;10A;13810,1
5;21D;13710,1
6;5C;12359,1
7;18D;12726
8;13B;13276,5
9;22D;13643,3
10;11C;13393,2
11;17A;13293,2
12;15A;12809,4
13;4A;13710,1
14;1D;12959,5
15;25A;13293,1
16;6D;13026,3
17;8A;13610
18;20B;13943,6
19;14D;13393,2
20;19A;13076,3
21;2A;13526,6
22;9C;12859,5
23;26B;14093,7
24;3B;12359,1
25;16B;12425,8
26;24A;0
