trial;pic;iti
1;2A;13076,3
2;13A;13543,4
3;16B;13876,9
4;4D;13793,6
5;20D;14127,1
6;7A;12642,7
7;17A;14110,5
8;5C;13076,3
9;26B;12676,1
10;3C;12375,8
11;12C;12959,6
12;6D;14027,1
13;25D;12592,7
14;18B;12642,7
15;11C;13543,4
16;8A;14260,5
17;15A;13043
18;14A;12375,9
19;24B;13643,4
20;23C;13076,4
21;22A;12442,5
22;1B;12876,3
23;10D;13910,3
24;21C;13676,8
25;19A;13610,1
26;9D;0
