trial;pic;iti
1;4A;13794
2;25C;12926,8
3;17C;13126,9
4;12C;13010,1
5;11A;12593,2
6;14C;13010,1
7;9D;13477,2
8;2D;12926,7
9;20B;12142,8
10;8A;13844,1
11;10A;13160,3
12;15B;13126,9
13;23D;13944,2
14;13D;13543,9
15;19D;12860
16;18A;13710,7
17;6B;14027,6
18;24C;12609,8
19;3D;13727,4
20;7D;12593,1
21;21A;13026,8
22;1C;12810
23;22A;12209,5
24;26C;13994,3
25;16C;13810,7
26;5D;0
