trial;pic;iti
1;24B;13009,6
2;4D;13776,8
3;21D;12259
4;25B;12909,5
5;16A;12359,1
6;10B;13693,4
7;13B;13543,3
8;3D;12475,8
9;18D;13276,5
10;20B;12659,3
11;15C;14077
12;12A;13443,2
13;5A;14060,4
14;23C;12892,8
15;14D;13226,4
16;7B;12942,8
17;6A;12392,5
18;2D;12325,7
19;26C;13510
20;1B;12592,6
21;8C;13026,2
22;22C;13209,8
23;9C;12509,2
24;17B;12559,2
25;11D;12726
26;19C;0
