trial;pic;iti
1;3C;14057,7
2;7D;12161,4
3;20D;12876,1
4;6C;12459,1
5;9D;13193
6;26C;13226,3
7;14A;13443,1
8;21A;12992,9
9;16C;13609,9
10;13D;13960,2
11;2C;13509,8
12;18C;13059,6
13;17C;13209,6
14;5A;12859,4
15;24A;12876,1
16;25C;12959,5
17;4C;12775,9
18;12C;13493,2
19;22A;13443,2
20;11A;13393,1
21;23C;12926,1
22;15C;13693,3
23;10D;12892,8
24;1A;13176,3
25;8B;13393,1
26;19C;0
