trial;pic;iti
1;8D;13660
2;24B;14143,7
3;20C;14077
4;21A;13443,2
5;4C;12209
6;1C;12809,4
7;12D;13476,6
8;7C;12959,5
9;5A;13159,6
10;22A;12709,4
11;23C;14160,4
12;25B;13359,8
13;26D;13309,7
14;19B;13026,3
15;16D;13876,8
16;17B;12809,4
17;10D;13376,5
18;13C;13643,4
19;14D;12575,9
20;18C;12742,7
21;15C;12792,7
22;9C;13676,7
23;6C;13159,7
24;11B;12275,6
25;3A;12659,3
26;2A;0
