trial;pic;iti
1;14D;14043,7
2;3B;13426,6
3;10C;12609,4
4;26C;13960,3
5;5C;13943,7
6;25D;13393,3
7;24D;13993,7
8;12B;12776,1
9;21B;13626,8
10;4D;13843,6
11;11C;13409,9
12;7B;12125,7
13;18B;13510
14;20A;13826,9
15;2C;12392,6
16;8D;13276,5
17;16A;13876,9
18;19B;13059,7
19;13B;13743,6
20;22A;12275,7
21;23A;13226,5
22;17A;14077,1
23;15D;12425,9
24;6A;13426,6
25;1B;13193,2
26;9C;0
