trial;pic;iti
1;10D;13476,6
2;13B;13876,9
3;8B;13409,9
4;14D;13393,3
5;19C;12592,6
6;18C;13543,4
7;23A;13993,6
8;17C;13977
9;21D;12626
10;24B;14093,8
11;2D;12859,5
12;7C;12642,7
13;16A;13743,5
14;4B;13810,2
15;11D;13326,5
16;6B;12459,2
17;5A;12509,2
18;20C;14027,1
19;1A;12992,9
20;3D;12192,4
21;26A;12125,6
22;9D;13676,8
23;12B;12692,7
24;22D;13093
25;25B;12459,2
26;15A;0
