trial;pic;iti
1;16B;13726,8
2;26D;12542,6
3;5D;12559,3
4;9B;12642,7
5;22B;13676,7
6;4C;12392,5
7;3C;12142,3
8;6C;13309,9
9;25A;13876,9
10;18A;14060,4
11;12C;12125,6
12;1B;12892,9
13;14B;12492,5
14;11B;12125,7
15;2A;13059,6
16;7B;12592,7
17;10D;12676
18;15D;12909,5
19;21A;13810,3
20;23D;12242,3
21;24A;13726,8
22;17B;13209,8
23;20D;12259,1
24;8A;13276,5
25;13C;13476,6
26;19A;0
