trial;pic;iti
1;25C;13410,4
2;2C;12226,1
3;7D;12459,6
4;12B;13377
5;3D;13393,7
6;6A;13660,6
7;15B;13693,9
8;17C;13243,6
9;24A;13327
10;8B;14060,9
11;26C;13443,7
12;9D;14010,9
13;13B;12943,3
14;18A;12359,6
15;4D;13493,8
16;19A;12226,1
17;22C;13043,4
18;23A;13627,2
19;20A;13627,2
20;10C;13960,8
21;16D;13176,9
22;1A;13477,1
23;21B;13543,8
24;5D;12726,5
25;14B;12626,5
26;11A;0
