vp;trial;timest;timeend;x;y;duration;roi
vpja67;1;441;651;-247,3;-108,9;210;255000
vpja67;1;703;1019;113,5;-37,6;316;0
vpja67;1;1040;1210;84,4000000000001;-6,89999999999998;170;0
vpja67;1;1232;1730;41,8;31,3;498;0
vpja67;1;1771;1982;162,1;-49;211;0
vpja67;1;2037;2186;-68,4;-124;149;0
vpja67;1;2248;2404;375,3;6,69999999999993;156;0
vpja67;1;2456;2721;600,8;-115,4;265;0
vpja67;1;2746;2916;534,8;-82,8000000000001;170;0
vpja67;1;2960;3145;356;-87,2;185;0
vpja67;1;3192;3467;458,8;67;275;0
vpja67;1;3514;3689;226,3;31,5;175;255
vpja67;1;3718;3901;126,1;50,4;183;0
vpja67;1;3962;4193;-248,3;-128;231;255000
vpja67;1;4201;4936;-246,2;-138,1;735;255000
vpja67;1;4990;5324;-448,6;-202,4;334;0
vpja67;1;5363;5501;-292,7;-135,3;138;255000
vpja67;1;5524;6198;-243,5;-132,4;674;255000
vpja67;1;6263;6446;160,5;-115,2;183;0
vpja67;1;6473;6730;244,7;-92,2;257;0
vpja67;1;6769;6971;281,8;29,3;202;255
vpja67;1;7004;7083;176,4;43,8;79;0
vpja67;1;7427;7463;414,2;175,5;36;0
vpja67;1;7528;7678;43,6;-120,9;150;0
vpja67;1;7711;7876;-96,8;-142,1;165;0
vpja67;1;7900;8075;-151,2;-144,7;175;0
vpja67;1;8092;8229;-182;-144,1;137;0
vpja67;1;8251;8616;-119,6;-142,1;365;0
vpja67;1;8638;9052;-184,9;-142,1;414;0
vpja67;1;9070;9208;-208,4;-143,3;138;0
vpja67;1;9230;9394;-144,3;-143,7;164;0
vpja67;1;9449;9614;-429,4;-206,9;165;0
vpja67;1;9627;9829;-446;-209,1;202;0
vpja67;1;9870;10000;-560,6;-330,7;130;0
vpja67;2;317;552;88,3;-88;235;2,55e+08
vpja67;2;574;879;109,3;-128,1;305;255000
vpja67;2;889;1257;126,1;-139,6;368;255000
vpja67;2;1326;1665;-314,9;-110,9;339;0
vpja67;2;3248;3388;348;29,3000000000001;140;0
vpja67;2;3416;3592;428,3;89,1;176;0
vpja67;2;3649;3958;189,5;-148,5;309;0
vpja67;2;4005;4361;53,6000000000001;-291,6;356;0
vpja67;2;4407;4637;-125,2;-293,1;230;0
vpja67;2;4695;5036;-382,5;-246,3;341;0
vpja67;2;5077;5298;-476,4;-177,9;221;0
vpja67;2;5334;5518;-548,7;-108,4;184;0
vpja67;2;5545;5775;-475,6;-61,0999999999999;230;0
vpja67;2;5800;6291;-547,6;-33;491;0
vpja67;2;6307;6471;-560,2;-21,1999999999999;164;0
vpja67;2;6671;6697;782,3;405,3;26;NA
vpja67;2;6709;6855;717,4;260,6;146;NA
vpja67;2;6879;7060;641,5;266,3;181;NA
vpja67;2;7088;7409;643,1;384,2;321;NA
vpja67;2;7463;7566;271,3;431,6;103;255
vpja67;2;7617;7814;-74,5999999999999;344,4;197;0
vpja67;2;7912;8007;266,2;-154,7;95;0
vpja67;2;8055;8222;437,5;-266,4;167;0
vpja67;2;8249;8619;428,9;-345,5;370;0
vpja67;2;8689;9104;35,4000000000001;-383,1;415;0
vpja67;2;9183;9357;-74,3;123,9;174;0
vpja67;2;9398;9595;105,2;16,4000000000001;197;2,55e+08
vpja67;2;9620;9759;145;-103,9;139;2,55e+08
vpja67;2;9776;10000;144,4;-135,9;224;255000
vpja67;3;331;629;-46,6;-115,5;298;255000
vpja67;3;1477;1683;-560,3;201,7;206;255
