vp;trial;timest;timeend;x;y;duration;roi
vpja55;1;282;432;-239,7;-148,5;150;2,55e+08
vpja55;1;464;612;-254,8;-251,8;148;255000
vpja55;1;699;844;-138,5;394,9;145;0
vpja55;1;869;1078;-129,2;323,5;209;255
vpja55;1;1149;1377;154,5;-143;228;0
vpja55;1;1424;1567;38,5999999999999;-288,4;143;0
vpja55;1;1591;1744;-26,6;-257,9;153;0
vpja55;1;1800;2070;-266,4;-244,3;270;255000
vpja55;1;2117;2321;-140,1;-246,1;204;0
vpja55;1;2346;2480;-93,6;-215,7;134;0
vpja55;1;2562;2684;-493,7;333,2;122;0
vpja55;1;2708;3060;-475,9;286,2;352;255255000
vpja55;1;3128;3261;-558;-201,8;133;0
vpja55;1;3357;3475;426,4;305,9;118;0
vpja55;1;3507;3574;516,2;401,3;67;0
vpja55;1;3631;3779;421,1;71,9000000000001;148;0
vpja55;1;3802;3964;423,6;29,4000000000001;162;0
vpja55;1;4045;4976;-237,4;-229;931;255000
vpja55;1;4992;5174;-254,2;-219,4;182;255000
vpja55;1;5208;5421;-243,9;-103,1;213;2,55e+08
vpja55;1;5498;5604;-114,3;378;106;255
vpja55;1;5629;5864;-94;320,4;235;255
vpja55;1;5909;6112;-7,30000000000007;103;203;0
vpja55;1;6165;6311;-164,7;-135,3;146;2,55e+08
vpja55;1;6353;6520;32,0999999999999;-259,9;167;0
vpja55;1;6541;6691;-4,60000000000002;-269,1;150;0
vpja55;1;6748;6993;279,7;-333,7;245;0
vpja55;1;7013;7183;311,2;-361,6;170;0
vpja55;1;7240;7356;19,6999999999999;-291,4;116;0
vpja55;1;7404;7590;140,6;-300,4;186;0
vpja55;1;7654;8031;-257,6;-249,9;377;255000
vpja55;1;8050;8159;-232,2;-228,7;109;255000
vpja55;1;8242;8469;-110,4;295,2;227;255
vpja55;1;8494;8604;-64,7;322,2;110;255
vpja55;1;8648;8877;-191,9;168,3;229;2,55e+08
vpja55;1;8906;9062;-179,1;79,8000000000001;156;2,55e+08
vpja55;1;9118;9279;-234,2;-192,2;161;255000
vpja55;1;9338;9609;-425,7;-367,3;271;0
vpja55;1;9687;9965;-171,1;67,5;278;2,55e+08
vpja55;2;191;319;8,89999999999998;-151,3;128;255000
vpja55;2;343;429;28,1;-184,3;86;255000
vpja55;2;499;706;275,3;179,5;207;255
vpja55;2;1090;1127;-333,9;123,9;37;255255000
vpja55;2;1148;1303;-301,3;132,7;155;255255000
vpja55;2;1364;1697;0,799999999999955;44,5;333;2,55e+08
vpja55;2;1751;2022;42,8;-168,8;271;255000
vpja55;2;2042;2280;19,6;-211,6;238;255000
vpja55;2;2293;2551;27,6;-191,9;258;255000
vpja55;2;2598;2793;-168,4;-243,6;195;0
vpja55;2;2855;3063;-442,4;-293,1;208;0
vpja55;2;3094;3349;-491;-370,7;255;0
vpja55;2;3416;3556;-509,9;-66,9;140;0
vpja55;2;3662;3945;457,7;-18,8000000000001;283;0
vpja55;2;4008;4037;356,5;193,5;29;0
vpja55;2;4078;4300;301,3;262,5;222;0
vpja55;2;4334;4475;263,2;352,8;141;0
vpja55;2;4537;4756;-49,4;182,8;219;0
