vp;trial;timest;timeend;x;y;duration;roi
vpja12;1;304;602;-230,4;-169,7;298;255000
vpja12;1;613;1071;-258,5;-168,5;458;0
vpja12;1;1118;1462;-234,1;2,89999999999998;344;2,55e+08
vpja12;1;1534;1708;-451,4;350,7;174;255
vpja12;1;1728;1985;-467,7;321,6;257;255
vpja12;1;2007;2248;-422;310;241;255
vpja12;1;2297;2550;-124;325,5;253;255255000
vpja12;1;2702;2967;173,8;-192,6;265;0
vpja12;1;3009;3144;291;-280,1;135;0
vpja12;1;3202;3361;-62,5;-195,4;159;0
vpja12;1;3386;3723;5,70000000000005;-205,5;337;0
vpja12;1;3734;3996;0,399999999999977;-216,7;262;0
vpja12;1;4007;4280;3,89999999999998;-230,1;273;0
vpja12;1;4313;4694;-62,1;-183,4;381;0
vpja12;1;4714;5018;-43,7;-153,7;304;0
vpja12;1;5035;5254;-76,2;-162,1;219;0
vpja12;1;5297;5439;-183,5;-196,7;142;255000
vpja12;1;5459;5619;-227,9;-190,5;160;255000
vpja12;1;5668;5779;-381,6;-254,7;111;0
vpja12;1;5936;5997;-399,8;-191,3;61;0
vpja12;1;6063;6223;-362,3;154,2;160;0
vpja12;1;6274;6535;-70,8;122;261;0
vpja12;1;6569;6673;-75,1;202,9;104;0
vpja12;1;6849;7045;-65,3;-133;196;0
vpja12;1;7231;7413;-55,3;-186,7;182;0
vpja12;1;7439;7630;16,8;-224,7;191;0
vpja12;1;7674;7837;-38;-391,4;163;0
vpja12;1;7903;8167;-410,2;-367,9;264;0
vpja12;1;8239;8426;129,3;-233;187;0
vpja12;1;8473;8709;322,3;-296,3;236;0
vpja12;1;8760;8980;19,6;-227,8;220;0
vpja12;1;8998;9395;-4,70000000000005;-209,2;397;0
vpja12;1;9412;9733;21,3;-210,8;321;0
vpja12;1;9758;10000;21;-151,7;242;0
vpja12;2;298;630;-25,9;-83,8;332;255000
vpja12;2;648;1012;-49,9;-115,6;364;255000
vpja12;2;1090;1263;-532,1;138,6;173;0
vpja12;2;1282;2507;-545,6;169,9;1225;255
vpja12;2;2583;2911;-72,3000000000001;249,6;328;255255000
vpja12;2;2929;3373;-89,2;267,6;444;255255000
vpja12;2;3477;3692;310;-189,8;215;0
vpja12;2;3715;3895;330,7;-240,3;180;0
vpja12;2;3946;4139;35,6999999999999;-195,6;193;255000
vpja12;2;4174;4533;-37,7;-121,7;359;255000
vpja12;2;4601;4803;-189,2;186,7;202;0
vpja12;2;4847;5302;11,6;194,7;455;255255000
vpja12;2;5372;5549;-17,7;-150,5;177;255000
vpja12;2;5570;5885;-44,3000000000001;-135,4;315;255000
vpja12;2;5904;6151;-13,4;-122,6;247;255000
vpja12;2;6164;6559;-31;-116,6;395;255000
vpja12;2;6631;6787;-88,2;194,7;156;2,55e+08
vpja12;2;6815;6933;-49,1;251,4;118;255255000
vpja12;2;7137;7266;-498,9;222,9;129;255
vpja12;2;7287;7564;-518,4;180,8;277;255
vpja12;2;7651;7813;21,1999999999999;23,6;162;2,55e+08
vpja12;2;7845;8080;0,299999999999955;-109,7;235;255000
vpja12;2;8102;8365;-39,2;-110,9;263;255000
vpja12;2;8421;8632;16,4;103,7;211;2,55e+08
vpja12;2;8647;8905;46,4;94,5;258;2,55e+08
vpja12;2;8930;9066;-1,39999999999998;157,6;136;2,55e+08
vpja12;2;9141;9318;1,69999999999993;-155,3;177;255000
vpja12;2;9338;9462;-25,1;-123,7;124;255000
vpja12;2;9724;9937;-24;-105,2;213;255000
vpja12;3;0;238;-3,5;14,3;238;2,55e+08
vpja12;3;284;563;81,5999999999999;-197,6;279;255000
vpja12;3;575;856;80,4000000000001;-214,7;281;255000
vpja12;3;934;1219;360,7;146,4;285;255
vpja12;3;1312;1542;-445;220,4;230;255255000
vpja12;3;1566;2924;-488,5;198,3;1358;255255000
vpja12;3;2966;3403;-473,6;38,5;437;0
vpja12;3;3497;3747;105,3;-196,5;250;255000
vpja12;3;3767;4087;70,3;-236,2;320;255000
vpja12;3;4105;4341;78,0999999999999;-209,3;236;255000
vpja12;3;4355;4694;72,3;-231,8;339;255000
vpja12;3;4708;4991;92,4000000000001;-220,7;283;255000
vpja12;3;5008;5441;74,5999999999999;-242,2;433;255000
vpja12;3;5463;5731;94,5999999999999;-197,8;268;255000
vpja12;3;5794;5846;60,2;43,4;52;2,55e+08
vpja12;3;6045;6246;54,4000000000001;33;201;2,55e+08
vpja12;3;6271;6578;17,9;-14;307;2,55e+08
vpja12;3;6629;6908;72,9000000000001;-216,5;279;255000
vpja12;3;6918;7234;84,0999999999999;-227,9;316;255000
vpja12;3;7251;7534;91,2;-202,3;283;255000
vpja12;3;7589;7737;-126,6;25,5;148;2,55e+08
vpja12;3;7791;8417;88,3;-226,5;626;255000
vpja12;3;8470;8739;116,6;34,4;269;2,55e+08
vpja12;3;8813;9129;-412,7;197,7;316;255255000
vpja12;3;9227;9493;109,4;-193,9;266;255000
vpja12;3;9515;9719;103,5;-234,1;204;255000
vpja12;3;9795;10000;377,1;131,7;205;255
vpja12;4;19;214;-5,12222222222215;4,66666666666663;195;2,55e+08
vpja12;4;275;484;-335,022222222222;56,6666666666666;209;255
vpja12;4;549;696;-14,5222222222221;-250,633333333333;147;255000
vpja12;4;763;1027;241,577777777778;120,266666666667;264;255255000
vpja12;4;1099;1251;-27,0222222222221;-196,433333333333;152;2,55e+08
vpja12;4;1477;2519;-292,422222222222;33,7666666666667;1042;0
vpja12;4;2544;3563;-323,722222222222;74,8666666666667;1019;255
vpja12;4;3645;4543;243,977777777778;86,1666666666666;898;0
vpja12;4;4615;4968;-296,422222222222;68,1666666666666;353;255
vpja12;4;4994;5523;-339,122222222222;51,8666666666667;529;255
vpja12;4;5596;5813;195,577777777778;106,466666666667;217;0
vpja12;4;5838;6017;261,877777777778;111,366666666667;179;255255000
vpja12;4;6085;6273;-298,022222222222;65,7666666666667;188;255
vpja12;4;6354;6534;-7,42222222222222;-249,933333333333;180;255000
vpja12;4;6555;6948;-37,4222222222222;-259,233333333333;393;255000
vpja12;4;6996;7356;-114,322222222222;-62,8333333333334;360;2,55e+08
vpja12;4;7415;8019;-374,922222222222;89,1666666666666;604;255
vpja12;4;8068;8353;-631,722222222222;56,9666666666667;285;0
vpja12;4;8374;8689;-585,922222222222;48,1666666666666;315;0
vpja12;4;9043;9156;213,977777777778;91,0666666666666;113;0
vpja12;4;9220;9450;-340,822222222222;78,6666666666666;230;255
vpja12;4;9679;10000;-328,222222222222;66,5666666666666;321;255
vpja12;5;302;538;-122;14,7;236;255255000
vpja12;5;570;683;-193,3;38,5;113;255255000
vpja12;5;757;976;88;-252,3;219;2,55e+08
vpja12;5;1045;1317;412,9;71,1;272;255
vpja12;5;1337;1454;404,5;117,3;117;255
vpja12;5;1521;1748;-129;28,8000000000001;227;255255000
vpja12;5;1788;1959;-34,0999999999999;-18,1;171;255255000
vpja12;5;2020;2343;425,8;61,7;323;255
vpja12;5;2363;2891;407;90,9;528;255
vpja12;5;2986;3144;-47,5;-144,4;158;2,55e+08
vpja12;5;3219;3471;-474,9;43,8000000000001;252;0
vpja12;5;3560;3779;110,6;-274;219;255000
vpja12;5;3798;4132;84,4000000000001;-290,3;334;255000
vpja12;5;4195;4293;42,4000000000001;-11,8;98;0
vpja12;5;4499;4876;419,2;61,3000000000001;377;255
vpja12;5;4948;5188;-119,5;-4,39999999999998;240;0
vpja12;5;5216;5782;-185,3;27,7;566;255255000
vpja12;5;5860;6100;436;82,1;240;255
vpja12;5;6115;7097;417,9;77,9;982;255
vpja12;5;7179;7363;71,2;-271,7;184;255000
vpja12;5;7385;7618;88,5;-296,6;233;255000
vpja12;5;7694;7905;459,8;61,1;211;255
vpja12;5;7925;8275;416,9;53,3000000000001;350;255
vpja12;5;8451;8599;-29,3;-1,10000000000002;148;0
vpja12;5;8640;9026;-160;12,4;386;255255000
vpja12;5;9270;10000;417,6;69,9;730;255
vpja12;6;270;488;-332,285910652921;-131,782474226804;218;255000
vpja12;6;502;1512;-347,485910652921;-112,682474226804;1010;255000
vpja12;6;1564;1731;-209,585910652921;4,2175257731958;167;2,55e+08
vpja12;6;1759;2564;-272,185910652921;55,1175257731959;805;255
vpja12;6;2585;2879;-316,985910652921;56,3175257731958;294;2,55e+08
vpja12;6;2889;3383;-305,985910652921;59,6175257731959;494;2,55e+08
vpja12;6;3556;3958;-299,085910652921;53,3175257731958;402;255
vpja12;6;4013;4317;44,514089347079;63,3175257731958;304;255255000
vpja12;6;4352;4540;131,714089347079;114,017525773196;188;0
vpja12;6;4608;4818;-238,785910652921;82,3175257731958;210;255
vpja12;6;4844;5601;-284,185910652921;45,9175257731958;757;255
vpja12;6;5653;5852;57,014089347079;54,3175257731958;199;255255000
vpja12;6;5916;6243;-311,685910652921;46,4175257731958;327;2,55e+08
vpja12;6;6265;6443;-266,285910652921;60,1175257731959;178;255
vpja12;6;6669;6930;-284,985910652921;63,3175257731958;261;255
vpja12;6;6981;7214;-329,485910652921;-117,782474226804;233;255000
vpja12;6;7263;7551;-94,585910652921;-213,382474226804;288;0
vpja12;6;7586;7797;-190,085910652921;-217,382474226804;211;0
vpja12;6;7888;7986;-217,385910652921;-135,182474226804;98;0
vpja12;6;8013;8152;-189,385910652921;-232,482474226804;139;0
vpja12;6;8210;8402;93,514089347079;-387,782474226804;192;0
vpja12;6;8423;8713;56,714089347079;-402,382474226804;290;0
vpja12;6;8727;9033;32,414089347079;-398,982474226804;306;0
vpja12;6;9049;9295;55,014089347079;-382,082474226804;246;0
vpja12;6;9314;9495;32,714089347079;-347,182474226804;181;0
