vp;trial;timest;timeend;x;y;duration;roi
vpja51;1;351;436;51,9;-258,8;85;2,55e+08
vpja51;1;460;1087;53,6;-292,9;627;255000
vpja51;1;1153;1337;-81,6;23,6;184;255
vpja51;1;1377;1793;-140,7;51,3;416;255
vpja51;1;1869;2114;303,6;117,8;245;255255000
vpja51;1;2202;2582;63,3;-306,2;380;255000
vpja51;1;2655;2758;285,4;43,9;103;0
vpja51;1;2936;3956;302,9;112,5;1020;255255000
vpja51;1;4031;4353;-101,5;106,3;322;0
vpja51;1;4412;4575;-168;267,6;163;0
vpja51;1;4623;5129;-175,3;87,7;506;255
vpja51;1;5153;5376;-143,3;45,6;223;255
vpja51;1;5428;5579;-35,1;-50,2;151;255
vpja51;1;5650;5981;316,4;85,9;331;255255000
vpja51;1;6007;6175;361;41,2;168;255255000
vpja51;1;6199;6382;381,2;-4,10000000000002;183;0
vpja51;1;6405;6567;447,1;-13,8;162;0
vpja51;1;6678;6839;-411,1;-26,3;161;0
vpja51;1;6927;7053;65,8000000000001;-263,1;126;2,55e+08
vpja51;1;7080;7546;63,6;-299,5;466;255000
vpja51;1;7569;7858;85,1;-315,4;289;255000
vpja51;1;7889;8087;65,8000000000001;-303,9;198;255000
vpja51;1;8133;8364;90,8000000000001;-192,7;231;2,55e+08
vpja51;1;8387;8469;103,6;-144,9;82;2,55e+08
vpja51;1;8632;9126;189,6;24,6;494;0
vpja51;1;9158;9581;292,3;104,6;423;255255000
vpja51;1;9642;9898;398,6;276,1;256;0
vpja51;1;9926;10000;314,2;164,8;74;255255000
vpja51;2;351;862;-43,4;-89,9;511;2,55e+08
vpja51;2;938;1394;-502,9;173;456;255
vpja51;2;1479;1750;-10,3;-126,1;271;255000
vpja51;2;1774;2217;-18,3;-92;443;255000
vpja51;2;2293;2471;-50,7;323,2;178;255255000
vpja51;2;2498;2972;-32,7;304,3;474;255255000
vpja51;2;3054;3268;279,9;300,2;214;2,55e+08
vpja51;2;3324;3486;72,6;226;162;2,55e+08
vpja51;2;3529;3754;-43,3;187,8;225;2,55e+08
vpja51;2;3937;4009;-112,3;142,2;72;2,55e+08
vpja51;2;4084;4690;-494,6;168,7;606;255
vpja51;2;4716;4932;-421,6;148,7;216;0
vpja51;2;4971;5119;-353,2;82,1;148;0
vpja51;2;5164;5260;-308,1;-49,6999999999999;96;0
vpja51;2;5319;5864;-7,89999999999998;-145,3;545;255000
vpja51;2;5885;6481;-13,2;-107,3;596;255000
vpja51;2;6561;6808;-39,8;303,5;247;255255000
vpja51;2;6832;7117;-31,4;312;285;255255000
vpja51;2;7134;7287;-43,2;320,3;153;255255000
vpja51;2;7359;7543;-507;253,9;184;255
vpja51;2;7690;8099;-474,4;193,6;409;255
vpja51;2;8204;8365;353,6;221,6;161;0
vpja51;2;8392;8533;426;161,2;141;0
vpja51;2;8593;8715;477,5;-37,8;122;0
