vp;trial;timest;timeend;x;y;duration;roi
vpja45;1;255;447;78,3000000000001;-85,8;192;255000
vpja45;1;459;1120;76,9;-82,5999999999999;661;255000
vpja45;1;1178;1395;350,4;318,8;217;255
vpja45;1;1421;1550;369,1;400,4;129;255
vpja45;1;1614;1814;-187;197,2;200;255255000
vpja45;1;1876;2149;-217,6;-236,1;273;0
vpja45;1;2185;2324;-166,5;-312,8;139;0
vpja45;1;2369;2672;-420,9;-334,8;303;0
vpja45;1;2758;3160;479,4;-157,4;402;0
vpja45;1;3202;3308;401,3;-267,6;106;0
vpja45;1;3352;3567;89,6;-128,2;215;255000
vpja45;1;3588;3768;78,5000000000001;-96,3;180;255000
vpja45;1;3833;4261;-461,2;36,9000000000001;428;0
vpja45;1;4324;4441;121,6;-101,8;117;255000
vpja45;1;4461;4763;93,0000000000001;-96,6;302;255000
vpja45;1;4784;5029;82,4;-142,9;245;255000
vpja45;1;5077;5329;358;122,7;252;0
vpja45;1;5346;5493;375,2;150,2;147;0
vpja45;1;5521;5763;409,5;241,3;242;0
vpja45;1;5803;5984;560,3;403,4;181;0
vpja45;1;6015;6223;388,4;379;208;255
vpja45;1;6233;6398;372,8;382,8;165;255
vpja45;1;6456;6587;203,2;25,1;131;0
vpja45;1;6621;6797;112,8;-107,3;176;255000
vpja45;1;6816;6942;85,1;-107,8;126;255000
vpja45;1;6968;7309;161,2;-166,9;341;0
vpja45;1;7337;7493;50,5000000000001;-99,3;156;255000
vpja45;1;7548;7831;-423;5,80000000000007;283;0
vpja45;1;7854;8151;-477,3;-20,0999999999999;297;0
vpja45;1;8199;8412;-349,1;-197,1;213;0
vpja45;1;8449;8584;-462,8;-260,1;135;0
vpja45;1;8610;8891;-523,5;-204,8;281;0
vpja45;1;8934;9434;-476,6;-414,5;500;0
vpja45;1;9474;9688;-246,1;-396,5;214;0
vpja45;1;9715;10000;-170,7;-327,3;285;0
vpja45;2;232;357;0,600000000000023;-127,4;125;255000
vpja45;2;376;925;-50,9;-76,7;549;2,55e+08
vpja45;2;988;1236;-35;343,8;248;255255000
vpja45;2;1294;1438;-456,9;167,9;144;255
vpja45;2;1463;1709;-528,1;150,7;246;255
vpja45;2;1767;1935;-138,7;-110,3;168;0
vpja45;2;1980;2140;-39,4;-306,3;160;0
vpja45;2;2199;2376;460,5;-233,1;177;0
vpja45;2;2400;2684;365,5;-265,5;284;0
vpja45;2;2692;2902;352,8;-278,3;210;0
vpja45;2;2970;3337;456,4;218,5;367;0
vpja45;2;3381;3540;141,5;187,3;159;2,55e+08
vpja45;2;3593;3728;14,4000000000001;-135,2;135;255000
vpja45;2;3755;4364;-67,1999999999999;-114,8;609;255000
vpja45;2;4381;4998;-51,0999999999999;-153;617;255000
vpja45;2;5036;5243;56,8;-261;207;255000
vpja45;2;5269;5402;141,8;-266,1;133;255000
vpja45;2;5461;5634;86,5;195,1;173;2,55e+08
vpja45;2;5663;5793;-49,5999999999999;164,4;130;2,55e+08
vpja45;2;5854;6026;-503,4;178;172;255
vpja45;2;6046;6252;-523,7;127,9;206;255
vpja45;2;6275;6658;-484,1;87,8;383;0
vpja45;2;6687;6788;-360,8;60,8;101;0
vpja45;2;6840;7110;-568,7;-253,7;270;0
vpja45;2;7163;7480;-84,5999999999999;-248,8;317;0
vpja45;2;7505;7653;-164,1;-312,5;148;0
vpja45;2;7667;8017;-169,4;-339,5;350;0
vpja45;2;8099;8334;-145,6;378,5;235;0
vpja45;2;8358;8655;-69,3;312,7;297;255255000
vpja45;2;8666;8994;-53,8;302,7;328;255255000
vpja45;2;9022;9179;52,8;214,2;157;2,55e+08
vpja45;2;9237;9440;424,1;417;203;0
vpja45;2;9469;9912;509,3;452,4;443;0
vpja45;2;9931;10000;550,3;469,3;69;0
vpja45;3;253;388;114,4;-237,9;135;2,55e+08
vpja45;3;408;620;141,3;-251,2;212;255000
vpja45;3;630;984;149,2;-256;354;255000
vpja45;3;998;1166;146,9;-287,5;168;255000
vpja45;3;1176;1340;149,7;-306,2;164;255000
vpja45;3;1402;1650;-19;43,2;248;255255000
vpja45;3;1698;2051;352,7;106,1;353;255
vpja45;3;2238;2472;-97,1;40,2;234;255255000
vpja45;3;2527;2710;-455,5;86,6;183;0
vpja45;3;2744;2934;-587,3;-4,60000000000002;190;0
vpja45;3;2973;3152;-517,1;-157,4;179;0
vpja45;3;3183;3320;-325,5;-61,1999999999999;137;0
vpja45;3;3340;3542;-295,5;-22,3;202;0
vpja45;3;3614;3746;410,4;-95,6999999999999;132;0
vpja45;3;3786;4061;597,1;-28,6999999999999;275;0
vpja45;3;4120;4228;373,9;-342,3;108;0
vpja45;3;4265;4750;153,5;-321,5;485;255000
vpja45;3;4766;5435;149;-287,2;669;255000
vpja45;3;5457;5690;140,1;-255;233;255000
vpja45;3;5885;5954;178,3;-293,5;69;255000
vpja45;3;5963;6299;159,6;-290,1;336;255000
vpja45;3;6323;6894;171;-332,9;571;255000
vpja45;3;6938;7287;104,8;-113,2;349;2,55e+08
vpja45;3;7332;8677;355,2;103,9;1345;255
vpja45;3;8730;9361;-53,7;47;631;255255000
vpja45;3;9402;9868;-12,8;229,2;466;0
vpja45;3;9910;10000;142,7;107,9;90;0
vpja45;4;209;383;-56,2937931034484;-149,327586206897;174;255000
vpja45;4;395;841;-76,6937931034483;-164,127586206897;446;255000
vpja45;4;893;1241;-2,9937931034483;131,272413793104;348;0
vpja45;4;1263;1424;13,0062068965517;194,272413793104;161;255
vpja45;4;1433;1645;-2,69379310344834;197,472413793103;212;255
