vp;trial;timest;timeend;x;y;duration;roi
vpja62;1;327;433;-334,8;-87,5;106;255000
vpja62;1;445;595;-368,6;-91,1;150;255000
vpja62;1;930;1168;-366,7;-98,4;238;255000
vpja62;1;1179;1403;-381,6;-101,8;224;255000
vpja62;1;1420;1493;-344,3;-94,9;73;255000
vpja62;1;1532;1700;-275,6;38;168;255
vpja62;1;1746;1981;-7;67,4;235;255255000
vpja62;1;1997;2163;-37,5;72,3;166;255255000
vpja62;1;2217;2461;-117,9;-197,2;244;0
vpja62;1;2472;2607;-125,6;-198,9;135;0
vpja62;1;2631;2905;-196,7;-216,8;274;0
vpja62;1;2940;3252;-85;-217,2;312;0
vpja62;1;3288;3559;-204,1;-218,6;271;0
vpja62;1;3569;4282;-192,3;-215,6;713;0
vpja62;1;4327;4480;-384,8;-143,8;153;255000
vpja62;1;4489;4676;-379,8;-121,9;187;255000
vpja62;1;4721;5740;-178,1;-232,5;1019;0
vpja62;1;5780;6040;-3,10000000000002;-203,3;260;0
vpja62;1;6099;6321;524,3;-193,3;222;0
vpja62;1;6363;6491;538,9;-325,9;128;0
vpja62;1;6665;6919;565,6;-440,7;254;0
vpja62;1;6946;7275;485;-396,6;329;0
vpja62;1;7327;7637;59,0999999999999;-397,6;310;0
vpja62;1;7660;8014;8,5;-354,9;354;0
vpja62;1;8024;8301;13,9;-339,5;277;0
vpja62;1;8333;8587;139,6;-399,6;254;0
vpja62;1;8608;8783;190;-418,5;175;0
vpja62;1;8808;9394;103,5;-410,5;586;0
vpja62;1;9427;9960;191,1;-434,5;533;0
vpja62;2;224;314;1,56619718309867;-117,449295774648;90;2,55e+08
vpja62;2;346;523;-33,3338028169014;-236,049295774648;177;255000
vpja62;2;588;810;-328,033802816901;173,450704225352;222;255
vpja62;2;872;1121;-46,5338028169014;-270,449295774648;249;255000
vpja62;2;1138;1336;-26,0338028169014;-255,049295774648;198;255000
vpja62;2;1360;1520;41,0661971830987;-254,049295774648;160;255000
vpja62;2;1553;1709;121,666197183099;-362,049295774648;156;0
vpja62;2;1746;1843;-16,1338028169014;-300,349295774648;97;255000
vpja62;2;1856;2089;-25,7338028169014;-268,949295774648;233;255000
