vp;trial;timest;timeend;x;y;duration;roi
vpja73;1;328;540;-15,5;-12,1;212;2,55e+08
vpja73;1;589;915;-6,20000000000005;-222,1;326;255000
vpja73;1;937;1165;-20;-250,8;228;255000
vpja73;1;1171;1555;-25,3000000000001;-262;384;255000
vpja73;1;1578;2023;-5,30000000000007;-220;445;255000
vpja73;1;2102;2323;375,5;248,9;221;255
vpja73;1;2345;2557;345,9;258,2;212;255
vpja73;1;2640;2868;-415,4;270,5;228;255255000
vpja73;1;2901;3893;-419;176;992;255255000
vpja73;1;3946;4090;-98,8000000000001;107,3;144;2,55e+08
vpja73;1;4119;4346;-6,80000000000007;81,7;227;2,55e+08
vpja73;1;4364;4691;-2,60000000000002;57,7;327;2,55e+08
vpja73;1;4727;5052;1,59999999999991;-37,9;325;2,55e+08
vpja73;1;5297;5371;-37,3000000000001;-94,1;74;2,55e+08
vpja73;1;5403;5569;-4,30000000000007;-216,5;166;255000
vpja73;1;5593;5765;-3,90000000000009;-259,9;172;255000
vpja73;1;5778;6484;-13,5;-265;706;255000
vpja73;1;6528;6782;30,6999999999999;-92,9;254;2,55e+08
vpja73;1;6834;7301;-151,1;11,3;467;2,55e+08
vpja73;1;7358;7447;-21,8000000000001;-155,4;89;2,55e+08
vpja73;1;7478;7739;3,39999999999998;-259,3;261;255000
vpja73;1;7759;8247;-19,1;-273,7;488;255000
vpja73;1;8312;8665;437,2;-28,3;353;0
vpja73;1;8684;8871;462,7;3,39999999999998;187;0
vpja73;1;8937;9183;233,9;-338,8;246;0
vpja73;1;9209;9354;142,5;-368,1;145;0
vpja73;1;9559;9851;25,0999999999999;-267,3;292;255000
vpja73;1;9935;10000;-532,8;-180,3;65;0
vpja73;2;412;625;14,4;-101,5;213;255000
vpja73;2;644;1219;32,5;-126,5;575;255000
vpja73;2;1274;1677;-85,4;267,6;403;255
vpja73;2;1747;2072;-532,7;172,9;325;255255000
vpja73;2;2089;2587;-545,8;152,8;498;255255000
vpja73;2;2659;2921;64;22,1;262;2,55e+08
vpja73;2;2966;3109;53,1;-194,6;143;255000
vpja73;2;3139;3398;73,2;-270,5;259;255000
vpja73;2;3454;4241;339,5;-279,3;787;0
vpja73;2;4324;4606;566,9;359,1;282;0
