vp;trial;timest;timeend;x;y;duration;roi
vpja26;1;280;474;-7;-219;194;255000
vpja26;1;851;1046;-36;-239,3;195;255255255
vpja26;1;1065;1279;-19,2;-215,8;214;255000
vpja26;1;1291;1447;-25,4000000000001;-215,9;156;255000
vpja26;1;1470;1709;-14,2;-252,4;239;255000
vpja26;1;1731;2038;2,39999999999998;-249,2;307;255000
vpja26;1;2068;2221;-27,2;-199,9;153;255000
vpja26;1;3211;3604;222,2;138,4;393;255255255
vpja26;1;3689;4472;-27,2;-218,9;783;255000
vpja26;1;4631;4838;16,3;-247,2;207;255000
vpja26;1;4869;6080;-2,90000000000009;-231,5;1211;255000
vpja26;1;6159;6282;-250,4;63,3;123;255255255
vpja26;1;6307;6562;-278,5;118,3;255;255255255
vpja26;1;6630;6799;-30,7;-233;169;255000
vpja26;1;6822;7214;-11,7;-203,8;392;255000
vpja26;1;7285;8216;-302,9;121;931;255255255
vpja26;1;8295;8467;240,3;169,9;172;255255255
vpja26;1;8503;8869;288;171,4;366;255255000
vpja26;1;8913;9075;430,8;50,1;162;255255255
vpja26;1;9145;9697;63,3;-198,9;552;2,55e+08
vpja26;1;9737;10000;189,2;-260,3;263;255255255
vpja26;2;213;469;-33;-142,9;256;255000
vpja26;2;489;630;-56,5;-174,8;141;255000
vpja26;2;1685;2034;-272,9;201,4;349;255
vpja26;2;2125;2392;331,8;241,2;267;255255000
vpja26;2;2403;2999;333,4;262,6;596;255255000
vpja26;2;3018;3534;355;247,6;516;255255000
vpja26;2;3575;3721;269,5;213,1;146;0
vpja26;2;3822;4072;-373,6;9;250;0
vpja26;2;4104;4359;-404,6;13,5;255;0
vpja26;2;4392;4686;-370,8;13,8;294;0
vpja26;2;4718;4907;-484,5;78;189;0
vpja26;2;5126;5296;-37,9;-122,3;170;2,55e+08
vpja26;2;5309;5776;-43,5999999999999;-143,3;467;255000
vpja26;2;6447;7757;-335,9;108,4;1310;255
vpja26;2;7941;8225;-302,3;151,1;284;255
vpja26;2;8955;9088;-457,4;183,7;133;255
vpja26;2;9110;9574;-469,3;209,6;464;255
vpja26;2;9605;9791;-436,5;220,3;186;255
vpja26;2;9856;10000;-523,5;-134,6;144;0
vpja26;3;225;361;-2,1036764705882;-191,81875;136;2,55e+08
vpja26;3;384;709;-19,3036764705882;-235,41875;325;255000
vpja26;3;1855;2105;-369,103676470588;116,68125;250;255
vpja26;3;2126;2198;-366,703676470588;119,38125;72;255
vpja26;3;2493;2676;-598,003676470588;69,18125;183;0
vpja26;3;2704;2847;-613,603676470588;60,58125;143;0
vpja26;3;2879;3430;-579,503676470588;48,58125;551;0
vpja26;3;3548;3644;189,396323529412;128,68125;96;0
vpja26;3;3671;3956;255,596323529412;121,08125;285;255255000
vpja26;3;4015;4248;540,696323529412;-49,81875;233;0
vpja26;3;4290;4498;508,296323529412;-202,31875;208;0
vpja26;3;4539;4798;522,796323529412;-282,11875;259;0
vpja26;3;4823;4993;552,296323529412;-331,71875;170;0
vpja26;3;5043;5470;616,196323529412;-54,31875;427;0
vpja26;3;5515;5653;613,196323529412;104,18125;138;0
vpja26;3;5728;6060;575,196323529412;469,38125;332;0
vpja26;3;6081;6337;586,996323529412;435,08125;256;0
vpja26;3;6404;6634;581,196323529412;-70,0187500000001;230;0
vpja26;3;6729;6849;-47,7036764705882;-259,61875;120;0
vpja26;3;6882;7077;-15,8036764705882;-249,81875;195;255000
vpja26;3;7097;7316;-20,7036764705882;-287,61875;219;255000
vpja26;3;7330;8131;-6,6036764705882;-274,81875;801;255000
vpja26;3;8227;8480;-523,903676470588;-312,51875;253;0
vpja26;3;8538;8803;-540,603676470588;-39,5187500000001;265;0
vpja26;3;8849;9017;-619,203676470588;77,9812499999999;168;0
vpja26;3;9066;9220;-337,603676470588;138,48125;154;255
vpja26;3;9304;10000;268,796323529412;123,08125;696;255255000
vpja26;4;184;302;-4,60000000000002;-215,6;118;2,55e+08
vpja26;4;335;662;14,8;-248;327;255000
vpja26;4;744;1107;294;203,7;363;255
vpja26;4;1650;1860;39,6999999999999;-255,4;210;255000
vpja26;4;1880;2144;30,0999999999999;-294;264;255000
vpja26;4;2234;2381;276,8;162,1;147;0
vpja26;4;2411;2544;295,2;189,4;133;255
vpja26;4;2744;2808;-339,6;140,2;64;0
vpja26;4;2842;2895;-318,6;113,6;53;255255000
vpja26;4;2916;2938;-318,6;113,8;22;255255000
vpja26;4;3102;3310;-362,6;-171,1;208;0
vpja26;4;3374;3720;16,8;-251,4;346;255000
vpja26;4;3759;3918;-18,9000000000001;-117,7;159;2,55e+08
vpja26;4;3976;5396;-344,4;90,6;1420;0
vpja26;4;5436;5758;-283;3,20000000000005;322;0
vpja26;4;5829;6028;-314,4;-389,5;199;0
vpja26;4;6082;6386;-84,3000000000001;-384,4;304;0
vpja26;4;6398;6652;-89,6;-402,3;254;0
vpja26;4;6718;7232;-522,8;-454,2;514;0
vpja26;4;7405;7642;-327,6;-318,2;237;0
vpja26;4;7688;7865;-72,8000000000001;-403,8;177;0
vpja26;4;7894;8039;53,8999999999999;-415;145;255000
vpja26;4;8078;8262;230,7;-395;184;0
vpja26;4;8303;8526;234,5;-190,3;223;0
vpja26;4;8574;8754;431,6;-37,5;180;0
vpja26;4;8795;8980;500,2;56,4;185;0
vpja26;4;9038;9150;544,4;266,5;112;0
vpja26;4;9176;9300;563,6;322,4;124;0
vpja26;4;9355;9512;198,8;109,7;157;0
vpja26;4;9556;10000;292,3;196,5;444;255
vpja26;5;208;322;72,8000000000001;-157,3;114;2,55e+08
vpja26;5;345;491;115,4;-146,9;146;255000
vpja26;5;511;834;138;-143,4;323;255000
vpja26;5;887;1082;160,3;111,9;195;255
vpja26;5;1107;1317;203,9;178,5;210;255
vpja26;5;1407;1702;-378,2;125,3;295;255255000
vpja26;5;1759;1924;-363,7;-71,8000000000001;165;0
vpja26;5;1967;2303;-113,1;-113,9;336;0
vpja26;5;2379;2574;166,2;123,8;195;255
vpja26;5;2640;2774;119,4;-218,6;134;255000
vpja26;5;2799;2958;139;-170,4;159;255000
vpja26;5;2980;3143;160,5;-137,8;163;2,55e+08
vpja26;5;3210;3483;233,1;239,6;273;255
vpja26;5;3552;3694;144,1;-102,7;142;2,55e+08
vpja26;5;3713;3921;149,5;-134,8;208;255000
vpja26;5;3943;4159;136,7;-187,5;216;255000
vpja26;5;4208;4587;-101,9;-318,2;379;0
vpja26;5;4646;4849;-107;-110,8;203;0
vpja26;5;4926;5172;364,2;-333,3;246;0
vpja26;5;5202;5387;330,8;-311,2;185;0
vpja26;5;5455;5659;-130;-331,6;204;0
vpja26;5;5685;5853;-103,2;-323,6;168;0
vpja26;5;5924;6117;-461,8;-84,7;193;0
vpja26;5;6166;6358;-228;-77,2;192;0
vpja26;5;6399;6640;-104,1;-92,3;241;0
vpja26;5;6693;6943;36,3000000000001;-274,1;250;0
vpja26;5;7050;7270;-479,4;88,1;220;255255000
vpja26;5;7387;7537;324,2;-259,2;150;0
vpja26;5;7593;7744;-49,9;-307;151;0
vpja26;5;7768;7968;-101,3;-332,5;200;0
vpja26;5;7998;8125;-205,2;-327,3;127;0
vpja26;5;8180;8297;96,6999999999999;-171,1;117;255000
vpja26;5;8333;8614;153,3;-145,6;281;255000
vpja26;5;8699;8907;-410,3;-146,1;208;0
vpja26;5;8938;9298;-396,5;-67,7;360;0
vpja26;5;9367;9495;-550,6;308,8;128;0
vpja26;5;9537;9732;-558,1;429,6;195;0
vpja26;5;9761;10000;-538,4;337,4;239;0
vpja26;6;234;327;88,5999999999999;-216,7;93;2,55e+08
vpja26;6;352;892;129,4;-262,6;540;255000
vpja26;6;908;1046;133,6;-286;138;255000
vpja26;6;1121;1342;294,9;133,4;221;255
vpja26;6;1369;1634;353,2;68,9;265;255
vpja26;6;1656;1679;374,1;41,5999999999999;23;255
vpja26;6;1698;2350;406,6;34,8;652;255
vpja26;6;2434;2942;-90,6;35,1999999999999;508;255255000
vpja26;6;3015;3209;350,1;89,6999999999999;194;255
vpja26;6;3234;3657;400,6;31,9;423;255
vpja26;6;3691;4388;304,2;85,8;697;255
vpja26;6;4446;4909;-61,3000000000001;43,5999999999999;463;255255000
vpja26;6;4940;5356;-172,5;86,5;416;0
vpja26;6;5380;5570;-202,2;145,3;190;0
vpja26;6;5619;5969;-74,2;178;350;0
vpja26;6;5994;6142;-64,1;248,8;148;0
vpja26;6;6167;6367;2,79999999999995;303,6;200;0
vpja26;6;6426;6612;199,8;344,1;186;0
vpja26;6;6644;6870;338,6;377,1;226;0
vpja26;6;6912;7036;430,4;386,1;124;0
vpja26;6;7164;7333;-536;184,5;169;0
vpja26;6;7373;7555;-556,2;41,9;182;0
vpja26;6;7594;7811;-588,3;-51;217;0
vpja26;6;7854;8007;-408;-124,3;153;0
vpja26;6;8062;8139;-200,8;-126,8;77;0
vpja26;6;8193;8331;105;-268,9;138;2,55e+08
vpja26;6;8362;8763;134,1;-262,5;401;255000
vpja26;6;8917;9255;122;-286,9;338;255000
vpja26;6;9276;9605;139,2;-269;329;255000
vpja26;6;9627;9892;125,4;-259;265;255000
vpja26;6;9899;10000;130,9;-251,3;101;255000
vpja26;7;211;339;-376,5;-121,4;128;255000
vpja26;7;355;1546;-385,7;-97,1999999999999;1191;255000
vpja26;7;1799;1953;-377,3;-100,6;154;255000
vpja26;7;2097;2287;-109,1;-251,6;190;0
vpja26;7;2298;2606;-118,2;-236,9;308;0
vpja26;7;2706;3521;-281,1;49,8000000000001;815;255
vpja26;7;3576;3679;28,7;57,7;103;255255000
vpja26;7;3828;4024;505,8;-252,8;196;0
vpja26;7;4075;4210;406,1;-121,1;135;0
vpja26;7;4241;4665;436,5;-106,5;424;0
vpja26;7;4772;4896;-323,7;-139,3;124;255000
vpja26;7;4933;5251;-378,3;-107,3;318;255000
vpja26;7;5263;5447;-380,1;-126,6;184;255000
vpja26;7;5470;5617;-346,6;-131,9;147;255000
vpja26;7;5662;5887;-192,1;-215,2;225;0
vpja26;7;5908;6326;-174,3;-229,3;418;0
vpja26;7;6396;6495;-8,5;16,8000000000001;99;0
vpja26;7;6519;6979;7;60,6;460;255255000
vpja26;7;7043;7221;-74,1999999999999;-212,5;178;0
vpja26;7;7267;7607;56;-366,4;340;0
vpja26;7;7680;7791;-327,3;-208,8;111;255000
vpja26;7;7819;8023;-371,6;-119,7;204;255000
vpja26;7;8068;8436;-212,7;-196;368;0
vpja26;7;8464;8693;-122;-196,5;229;0
vpja26;7;8739;9864;-389,7;-95,4999999999999;1125;0
vpja26;7;9898;10000;-359,6;-107,4;102;255000
vpja26;8;237;398;-274,5;-134,7;161;255000
vpja26;8;422;729;-267,5;-141,6;307;255000
vpja26;8;795;1422;205,1;23,1;627;0
vpja26;8;1489;1741;-144,6;322,8;252;255255000
vpja26;8;1766;2067;-109,9;340,2;301;255255000
vpja26;8;2131;2282;203,5;33;151;0
vpja26;8;2317;2577;245;17,7;260;255
vpja26;8;2618;2907;235;-98,1999999999999;289;0
vpja26;8;2963;3117;-109,9;-209,4;154;0
vpja26;8;3158;3302;-320,4;-253,2;144;255000
vpja26;8;3337;3559;-462,7;-222,2;222;0
vpja26;8;3577;3844;-448,6;-221,4;267;0
vpja26;8;3897;4142;-614,3;-235,8;245;0
vpja26;8;4157;4428;-618,7;-258;271;0
vpja26;8;4456;4649;-546,8;-324,3;193;0
vpja26;8;4679;4915;-529,5;-339,2;236;0
vpja26;8;4941;5198;-584;-328,3;257;0
vpja26;8;5231;5343;-526,3;-337;112;0
vpja26;8;5391;5537;-422,2;-225,1;146;0
vpja26;8;5566;5729;-443,9;-220,4;163;0
vpja26;8;5764;6002;-615,8;-237,8;238;0
vpja26;8;6022;6313;-616,2;-254,8;291;0
vpja26;8;6363;6540;-432,4;-209,6;177;0
vpja26;8;6677;6880;-446;-220,6;203;0
vpja26;8;6903;7366;-442,2;-216;463;0
vpja26;8;7408;7621;-622,6;-248;213;0
vpja26;8;7650;8068;-617,3;-253,6;418;0
vpja26;8;8120;8246;-308,1;-199,2;126;255000
vpja26;8;8285;8748;-243,8;-159,6;463;255000
vpja26;8;8824;8966;-647,1;-231,8;142;NA
vpja26;8;8997;9214;-622,6;-241;217;0
vpja26;8;9398;9538;-616,9;-77;140;0
vpja26;8;9584;9785;-603;-239,2;201;0
vpja26;8;9811;10000;-549,4;-321,4;189;0
vpja26;9;207;345;-40,5;-199,3;138;255000
vpja26;9;369;646;-23,4000000000001;-209,8;277;255000
vpja26;9;668;815;-29,7;-236,3;147;255000
vpja26;9;883;1091;284,4;197,1;208;255
vpja26;9;1114;1233;304,6;190,4;119;255
vpja26;9;1735;2005;-43,5;-241,9;270;255000
vpja26;9;2038;2208;-13,6;-234,8;170;255000
vpja26;9;2229;2622;-24;-205,9;393;255000
vpja26;9;2707;3366;332,2;212,6;659;255
vpja26;9;3439;3548;104,8;-111,6;109;0
vpja26;9;3588;3847;-31,7;-245,5;259;255000
vpja26;9;3873;4081;77,5999999999999;-274,5;208;0
vpja26;9;4111;4349;-16,4000000000001;-224,5;238;255000
vpja26;9;4373;4692;-22,7;-195,3;319;255000
vpja26;9;4907;4973;-433,7;170;66;255255000
