vp;trial;pic;iti;blx;bly;blok
vpja25;1;6A;12192,4;946,8;564,8;1
vpja25;2;15A;12892,9;959,5;551,8;1
vpja25;3;26C;12192,3;967,5;544,6;1
vpja25;4;8A;12943;953,899624683179;543,011771937527;0
vpja25;5;5C;13626,8;986,857931034483;546,464827586207;1
vpja25;6;9B;13393,2;986,496551724138;539,789655172414;1
vpja25;7;2B;12926,3;977,230434782609;539,880797101449;1
vpja25;8;16D;13893,6;969,7;531,6;1
vpja25;9;7B;13693,5;958,3;551,2;1
vpja25;10;13B;13460;957,9;543;1
vpja25;11;21B;12309,1;962,1;545,8;1
vpja25;12;10C;12409,3;931,993181818182;545,038636363636;1
vpja25;13;17C;13376,6;993,3;559,2;1
vpja25;14;23A;13259,8;964,757657657658;542,620720720721;1
vpja25;15;11B;12592,7;935,78768115942;558,124637681159;1
vpja25;16;12D;12342,5;910,924390243902;545,336585365854;1
vpja25;17;18A;13193,1;953,2;539,5;1
vpja25;18;3C;13826,9;941,137837837838;541,571428571429;1
vpja25;19;14A;13660,2;953,899624683179;543,011771937527;0
vpja25;20;19A;12809,5;943,4;532,5;1
vpja25;21;22C;13510;953,899624683179;543,011771937527;0
vpja25;22;20D;12475,9;942,1;534,1;1
vpja25;23;25C;13676,8;951,849629629629;538,526666666667;1
vpja25;24;4C;13393,3;912,756756756757;546,448648648649;1
vpja25;25;24D;12292,5;942,578767123288;518,722260273973;1
vpja25;26;1B;0;943,520547945206;528,645890410959;1
