vp;trial;pic;iti;blx;bly;blok
vpja58;1;5A;12226,2;967,8;584,9;1
vpja58;2;21B;12760;963,1;589,8;1
vpja58;3;26D;12392,9;969,8;592,2;1
vpja58;4;1D;13060,2;960,8;578;1
vpja58;5;17C;12159,5;966;588,5;1
vpja58;6;22D;12242,9;961,459574468085;594,742553191489;1
vpja58;7;19C;13510,5;962,676338911184;590,019299462406;0
vpja58;8;14D;13260,3;988,1;586;1
vpja58;9;10C;13543,9;969,6;574,4;1
vpja58;10;25B;13844,1;980,4;576,8;1
vpja58;11;3D;14010,9;976,5;598,8;1
vpja58;12;9B;12893,4;986,4;590,2;1
vpja58;13;8D;13644;959,273309608541;596,679715302491;1
vpja58;14;13B;13493,8;979,8;573,2;1
vpja58;15;11C;14094,3;959,816014234875;593,981494661922;1
vpja58;16;15B;12593,2;960,9;581,1;1
vpja58;17;16B;13477,1;950,7;593,2;1
vpja58;18;12B;13443,8;950,2;588,3;1
vpja58;19;4B;12926,8;954,5;595;1
vpja58;20;6B;13076,8;946,5;591,6;1
vpja58;21;24D;13777,4;956,8;595,4;1
vpja58;22;2C;13177;947,2;606,9;1
vpja58;23;20C;12893,3;945,5;595,2;1
vpja58;24;7B;13644;960,159574468085;591,678723404255;1
vpja58;25;23A;13060,2;949,2;596,1;1
vpja58;26;18B;0;956,4;597,8;1
