vp;trial;pic;iti;blx;bly;blok
vpja82;1;25B;14093,7;976,4;617,1;1
vpja82;2;11C;12442,6;975,9;615,4;1
vpja82;3;2C;13259,8;976,856183745583;616,436042402827;1
vpja82;4;9D;12309;975,8;619,7;1
vpja82;5;24A;13843,6;963,5;622,4;1
vpja82;6;3C;12626;978;626,5;1
vpja82;7;14C;12842,8;982,2;621,9;1
vpja82;8;10A;12242,4;983,92538071066;635,163959390863;1
vpja82;9;15D;12992,9;970,4;632,9;1
vpja82;10;16B;12509,3;983,5;627,3;1
vpja82;11;13A;13910,2;984,425089605735;618,310035842294;1
vpja82;12;6D;13927;983,475;605,575;1
vpja82;13;7B;13109,7;982,185714285714;631,333449477352;1
vpja82;14;23B;13393,2;966,534163701068;619,80640569395;1
vpja82;15;21C;13026,3;989,466666666667;629,772222222222;1
vpja82;16;8B;14010,4;980,1;638,1;1
vpja82;17;5C;12225,7;970,900485436893;627,159708737864;1
vpja82;18;19A;13459,9;976,705586773704;623,837352674029;0
vpja82;19;22B;13893,6;959,5;619,9;1
vpja82;20;20D;12525,9;974,7;631,1;1
vpja82;21;1D;12359,2;983,3;632,2;1
vpja82;22;17C;13843,5;976,705586773704;623,837352674029;0
vpja82;23;26D;14027,1;971,243298969072;623,94295532646;1
vpja82;24;18B;13977;982,1;618,3;1
vpja82;25;12B;13610;971,522099447514;624,596685082873;1
vpja82;26;4D;0;975;617,2;1
