vp;trial;pic;iti;blx;bly;blok
vpja64;1;10C;12475,9;960,2;608,3;1
vpja64;2;1A;13760,2;968,4;587,8;1
vpja64;3;7C;12976,3;967,357192982456;555,562807017544;1
vpja64;4;23C;13359,9;964,2;586,8;1
vpja64;5;2A;12175,7;976,761538461539;535,810256410256;1
vpja64;6;16C;12159,1;958,7;585,1;1
vpja64;7;13C;13993,7;957,790613248159;580,334848141218;0
vpja64;8;18D;13326,5;958,9;590,9;1
vpja64;9;9B;13977,1;955,4;615,9;1
vpja64;10;4D;12409,2;966,719298245614;544,269736842105;1
vpja64;11;26D;13309,9;958,3;590,2;1
vpja64;12;20A;12409,2;958,344554455446;567,415841584158;1
vpja64;13;19C;12425,9;955,3;602,6;1
vpja64;14;21D;13810,2;954,565789473684;558,38552631579;1
vpja64;15;22B;14110,5;957,4;576,5;1
vpja64;16;15B;13927;967,3;591,8;1
vpja64;17;5C;12592,7;961,9;589;1
vpja64;18;6D;13543,3;945,5;570,9;1
vpja64;19;11C;13510,1;942,1;590,1;1
vpja64;20;25D;13126,4;943,259793814433;579,185567010309;1
vpja64;21;24A;12259,1;944,6;595;1
vpja64;22;3C;12626;960,8;587,4;1
vpja64;23;8D;12809,5;961,22787456446;592,649825783972;1
vpja64;24;17D;12309,2;951,4;556,1;1
vpja64;25;12D;13476,6;957,790613248159;580,334848141218;0
vpja64;26;14B;0;948,338675958188;570,356794425087;1
