vp;trial;pic;iti;blx;bly;blok
vpja14;1;8B;13993,6;961,7;593,3;1
vpja14;2;18D;14043,6;961,5;599,5;1
vpja14;3;22B;13693,4;965,6;595,2;1
vpja14;4;11C;12375,7;958,977330698761;600,307346865457;0
vpja14;5;7D;12642,6;965,4;598,6;1
vpja14;6;4D;13443,2;957,3;599,8;1
vpja14;7;6C;13977;959,7;599,9;1
vpja14;8;16A;12275,6;966,4;594,3;1
vpja14;9;2C;13443,2;958,977330698761;600,307346865457;0
vpja14;10;3A;13309,8;964,7;608,4;1
vpja14;11;20A;13860,1;958,977330698761;600,307346865457;0
vpja14;12;17C;13393,2;958,569283276451;600,739590443686;1
vpja14;13;15D;12642,6;958,977330698761;600,307346865457;0
vpja14;14;14B;13259,7;957,8;609,5;1
vpja14;15;25C;12192,3;962,6;603,6;1
vpja14;16;24A;13209,7;958,977330698761;600,307346865457;0
vpja14;17;19D;13159,7;957;595,8;1
vpja14;18;1D;13176,3;962,5;595,7;1
vpja14;19;10A;13860,1;958,977330698761;600,307346865457;0
vpja14;20;23B;13943,6;954,1;599,9;1
vpja14;21;21D;13960,2;946,2;605,6;1
vpja14;22;26C;13576,7;963,1;603,5;1
vpja14;23;9D;12575,9;958,977330698761;600,307346865457;0
vpja14;24;5A;12509,1;951,5;603,3;1
vpja14;25;13A;13343,2;953,2;596,7;1
vpja14;26;12C;0;951,7;602,5;1
