vp;trial;pic;iti;blx;bly;blok
vpja43;1;7C;13577,8;970,6;603;1
vpja43;2;9B;12442,6;961,8;585,9;1
vpja43;3;8A;13343,2;955,953395840466;586,043040577382;0
vpja43;4;3B;13093,1;966,9;548,5;1
vpja43;5;19D;12626;961,885512367491;592,589399293286;1
vpja43;6;22C;13877;963,8;635,3;1
vpja43;7;5B;12959,6;955,953395840466;586,043040577382;0
vpja43;8;2B;12626;953,5;598,6;1
vpja43;9;15B;13576,8;947,8;587,3;1
vpja43;10;11B;13359,9;943,8;602,6;1
vpja43;11;10C;12542,6;938,115384615385;595,941958041958;1
vpja43;12;17A;12476;948;573,2;1
vpja43;13;26A;12926,2;947,6;587,4;1
vpja43;14;20D;13376,6;962,7;576,3;1
vpja43;15;4C;12425,9;950,484249084249;534,338461538462;1
vpja43;16;25A;12275,8;947,5;607,6;1
vpja43;17;6A;13993,7;952;593,8;1
vpja43;18;13A;12292,4;953,787364620939;591,239711191336;1
vpja43;19;24D;13026,4;968,4;580,7;1
vpja43;20;16A;12859,5;973,9;589,5;1
vpja43;21;12B;13676,8;973,402197802198;533,137362637363;1
vpja43;22;1A;12826,2;961,2;610,2;1
vpja43;23;18D;13276,5;938,6;569,4;1
vpja43;24;14C;13376,6;955,953395840466;586,043040577382;0
vpja43;25;23B;14010,4;945,2;596,4;1
vpja43;26;21D;0;955,953395840466;586,043040577382;0
