vp;trial;pic;iti;blx;bly;blok
vpja86;1;25C;13410,4;952,2;579,8;1
vpja86;2;2C;12226,1;949,8;581,9;1
vpja86;3;7D;12459,6;957,5;593,7;1
vpja86;4;12B;13377;961,8;588,5;1
vpja86;5;3D;13393,7;962;573,5;1
vpja86;6;6A;13660,6;965,8;584,8;1
vpja86;7;15B;13693,9;962,2;577,5;1
vpja86;8;17C;13243,6;958,8;580,5;1
vpja86;9;24A;13327;957,9;596,6;1
vpja86;10;8B;14060,9;964,3;581,6;1
vpja86;11;26C;13443,7;958,7;583,5;1
vpja86;12;9D;14010,9;961,3;584,8;1
vpja86;13;13B;12943,3;970,5;583,2;1
vpja86;14;18A;12359,6;958,1;583,4;1
vpja86;15;4D;13493,8;956,4;597,9;1
vpja86;16;19A;12226,1;955,7;597,1;1
vpja86;17;22C;13043,4;955,7;605,8;1
vpja86;18;23A;13627,2;949,4;589,4;1
vpja86;19;20A;13627,2;961,2;600,8;1
vpja86;20;10C;13960,8;963,4;589,7;1
vpja86;21;16D;13176,9;958,9;588,4;1
vpja86;22;1A;13477,1;970,3;595,8;1
vpja86;23;21B;13543,8;959,056;589,74;0
vpja86;24;5D;12726,5;957,2;605,9;1
vpja86;25;14B;12626,5;951,8;594,2;1
vpja86;26;11A;0;955,5;605,2;1
