vp;trial;pic;iti;blx;bly;blok
vpja10;1;3B;12910,8;967,9;603,9;1
vpja10;2;10D;13726,7;976,5;586,8;1
vpja10;3;24B;12809,5;985,017647058824;602,091176470588;1
vpja10;4;15A;13126,2;985,9;599,8;1
vpja10;5;18C;13109,7;972,2;604,4;1
vpja10;6;21B;14010,3;965,042907801418;605,62304964539;1
vpja10;7;20A;13493,2;978,5;611,7;1
vpja10;8;25C;13643,3;982,2;618,4;1
vpja10;9;13A;12492,5;987,2;601,9;1
vpja10;10;22C;12158,9;989,6;604,2;1
vpja10;11;23A;13843,5;986;600,7;1
vpja10;12;26B;12776,1;971,7;606,5;1
vpja10;13;8D;14110,3;993,017301038062;584,347750865052;1
vpja10;14;1D;13243,1;975;583,9;1
vpja10;15;4C;12409,1;993,2;595,1;1
vpja10;16;12C;13826,8;977,2;603,1;1
vpja10;17;6B;13326,4;985,4;615,3;1
vpja10;18;14A;12425,8;981,9;614,5;1
vpja10;19;19C;13726,8;997,091428571429;599,645;1
vpja10;20;11C;13960,2;1000,82238267148;600,861371841155;1
vpja10;21;5C;13193;991,3;603,3;1
vpja10;22;2B;12275,7;979,3;618;1
vpja10;23;9B;13309,8;974,2;615,9;1
vpja10;24;17C;13943,5;953,150442477876;593,694690265487;1
vpja10;25;7A;13810,2;960,5;597,4;1
vpja10;26;16A;0;978,6;601,8;1
