vp;trial;pic;iti;blx;bly;blok
vpja13;1;14B;12959,5;960,6;580,3;1
vpja13;2;7B;12125,5;962,9;568,7;1
vpja13;3;1A;13860,2;969,2;566,5;1
vpja13;4;22B;13693,3;962,6;565,2;1
vpja13;5;2B;13726,8;962,469847228451;576,585663556627;0
vpja13;6;13A;13960,2;962,6;568,7;1
vpja13;7;10B;13976,9;959,605714285714;576,777142857143;1
vpja13;8;19D;13726,7;962,469847228451;576,585663556627;0
vpja13;9;9C;14060,3;954,8;575,3;1
vpja13;10;17C;12225,7;960,6;585,1;1
vpja13;11;15B;12492,4;947,2;564;1
vpja13;12;8B;14060,4;960,406481481481;571,660185185185;1
vpja13;13;11B;12342,3;954,689256198347;577,585123966942;1
vpja13;14;26B;12809,4;963,702405498282;584,166666666667;1
vpja13;15;20C;12926,2;961,968456375839;565,070469798658;1
vpja13;16;4A;14043,6;960,935087719298;568,984210526316;1
vpja13;17;24D;12409,1;959,064383561644;586,141095890411;1
vpja13;18;21B;12742,7;972;571,9;1
vpja13;19;12B;13726,7;970,9;559,1;1
vpja13;20;16A;12859,4;973,792831541219;573,818996415771;1
vpja13;21;6A;14077;973,636101083032;578,57797833935;1
vpja13;22;25C;13960,2;964,730496453901;587,493617021277;1
vpja13;23;18D;12275,7;958,735172413793;580,081379310345;1
vpja13;24;23C;12826,1;967,7;591;1
vpja13;25;5C;13026,2;961,307216494845;594,562199312715;1
vpja13;26;3A;0;955,602730375427;597,336860068259;1
