vp;trial;pic;iti;blx;bly;blok
vpja05;1;23A;13943,7;965,697074572784;598,297655265852;0
vpja05;2;16A;13426,6;958,4;599,2;1
vpja05;3;17B;13526,6;967;595,6;1
vpja05;4;9B;12642,7;965,976306620209;599,557142857143;1
vpja05;5;26A;13876,9;959,3;598,2;1
vpja05;6;2C;12475,9;972;606,2;1
vpja05;7;7C;12609,3;965;591,5;1
vpja05;8;12B;14093,8;965,870462633452;598,173309608541;1
vpja05;9;4A;12259,1;964,837883959044;593,391467576792;1
vpja05;10;22B;13276,4;967,8;603,2;1
vpja05;11;21A;12809,5;958,668259385666;598,276450511945;1
vpja05;12;8B;12842,8;967,487234042553;603,534042553192;1
vpja05;13;24C;13626,8;969,8;598,8;1
vpja05;14;18A;13293,1;968,302787456446;613,08362369338;1
vpja05;15;11B;13476,7;969,257553956834;594,218705035971;1
vpja05;16;5D;13243,1;970,4;603,4;1
vpja05;17;19A;13393,2;965,697074572784;598,297655265852;0
vpja05;18;1D;12709,4;957,6;600,1;1
vpja05;19;10A;12726,1;965,697074572784;598,297655265852;0
vpja05;20;14C;14127,1;973,922261484099;585,137102473498;1
vpja05;21;15D;12792,8;972,8;587;1
vpja05;22;6B;13626,7;964,109965635739;590,174226804124;1
vpja05;23;13B;12542,6;963,5;593,9;1
vpja05;24;3B;14060,4;960,8;604,4;1
vpja05;25;20D;12609,4;962;603,2;1
vpja05;26;25A;0;966,2;600,6;1
