vp;trial;pic;iti;blx;bly;blok
vpja29;1;14D;14043,7;963,712727272727;599,085818181818;1
vpja29;2;3B;13426,6;967,61654676259;578,789208633094;1
vpja29;3;10C;12609,4;975;585,2;1
vpja29;4;26C;13960,3;968,132653061224;588,771428571428;1
vpja29;5;5C;13943,7;974;593,9;1
vpja29;6;25D;13393,3;969,667741935484;587,68064516129;1
vpja29;7;24D;13993,7;974,1;596;1
vpja29;8;12B;12776,1;970,7;581,6;1
vpja29;9;21B;13626,8;977,994945848376;605,677256317689;1
vpja29;10;4D;13843,6;969,880016488559;593,598285468469;0
vpja29;11;11C;13409,9;972,4;586,4;1
vpja29;12;7B;12125,7;972,4;591,7;1
vpja29;13;18B;13510;967;606;1
vpja29;14;20A;13826,9;969;590,3;1
vpja29;15;2C;12392,6;969,64;597,291851851852;1
vpja29;16;8D;13276,5;973,2;598,2;1
vpja29;17;16A;13876,9;969;591,5;1
vpja29;18;19B;13059,7;970,190036900369;592,444649446495;1
vpja29;19;13B;13743,6;969,880016488559;593,598285468469;0
vpja29;20;22A;12275,7;962,8;590,1;1
vpja29;21;23A;13226,5;964;597,8;1
vpja29;22;17A;14077,1;966,165743944637;586,417993079585;1
vpja29;23;15D;12425,9;973,8;596;1
vpja29;24;6A;13426,6;962,8;601,5;1
vpja29;25;1B;13193,2;970,7;595,2;1
vpja29;26;9C;0;973,1;608,8;1
