vp;trial;pic;iti;blx;bly;blok
vpja55;1;15C;13894,2;963,2;584,3;1
vpja55;2;12D;13477,1;961,6;587,6;1
vpja55;3;26C;12426,4;948,8;603,6;1
vpja55;4;10C;12609,8;951,5;593,9;1
vpja55;5;21A;12743,3;930,4;597,7;1
vpja55;6;13A;12593,1;956,6;585,5;1
vpja55;7;4B;13493,9;957,4;596,3;1
vpja55;8;17A;12259,5;960,4;585,7;1
vpja55;9;8D;12826,7;964,3;584,6;1
vpja55;10;1D;12809,9;958,6;586,4;1
vpja55;11;19C;14061;950,8;593,1;1
vpja55;12;6B;12126,1;942,8;593,2;1
vpja55;13;18A;12960,1;942,3;591,4;1
vpja55;14;22D;12709,9;942,1;586,7;1
vpja55;15;14C;13327,1;943,624;594,132;1
vpja55;16;5D;12860;943,4;579,2;1
vpja55;17;3B;12409,7;944,1;588,5;1
vpja55;18;9A;13126,9;946,8;578,7;1
vpja55;19;24B;13143,5;942,8;579,1;1
vpja55;20;11D;13210,3;955,9;586,6;1
vpja55;21;20D;12192,9;935,7;575,5;1
vpja55;22;7D;13277;940,5;578;1
vpja55;23;25C;12342,9;939,7;580,1;1
vpja55;24;23D;13677,4;935,124054982818;581,591065292096;1
vpja55;25;16D;13143,5;952,525886524823;583,209574468085;1
vpja55;26;2D;0;941,5;593,9;1
