vp;trial;pic;iti;blx;bly;blok
vpja92;1;15B;12375,8;949,119215119723;598,695533113166;0
vpja92;2;18B;13376,6;962,1;593,1;1
vpja92;3;23A;14093,9;954,3;597,6;1
vpja92;4;6A;12559,3;953,3;602,2;1
vpja92;5;21B;13276,6;950,171739130435;599,811956521739;1
vpja92;6;7B;13943,7;953,2;600,3;1
vpja92;7;3C;12592,7;950,6;596,6;1
vpja92;8;4D;12776,1;947,7;601,6;1
vpja92;9;20A;12175,7;953,4;603,5;1
vpja92;10;13D;13743,6;953,7;600;1
vpja92;11;2C;12576;946,6;593,1;1
vpja92;12;19B;13960,4;948,778417266187;597,058273381295;1
vpja92;13;9A;13109,7;955,9;600,6;1
vpja92;14;1D;12709,5;949,8;606,5;1
vpja92;15;17B;13826,9;942,7;604,9;1
vpja92;16;5C;13943,8;943,4;604;1
vpja92;17;14D;13993,7;946,771034482759;599,068275862069;1
vpja92;18;22D;14027,1;948,4;593,9;1
vpja92;19;11B;12676,1;936,2;590,2;1
vpja92;20;26B;12709,4;944,6;600,5;1
vpja92;21;8C;12609,4;940,6;589,8;1
vpja92;22;16B;13360;944,017081850534;595,849822064057;1
vpja92;23;10D;13293,2;947,1;606,8;1
vpja92;24;24A;13093,1;962,942105263158;603;1
vpja92;25;12A;13576,7;946,1;595,8;1
vpja92;26;25A;0;945,6;591,6;1
