vp;trial;pic;iti;blx;bly;blok
vpja46;1;15B;12492,6;968,5;587,2;1
vpja46;2;13C;13176,4;986,4;573,2;1
vpja46;3;1A;12109;980,5;584,3;1
vpja46;4;9A;13243,2;977,6;573,7;1
vpja46;5;10A;13493,3;979,6;590,6;1
vpja46;6;16C;12375,9;982,3;589,9;1
vpja46;7;18C;12609,3;980,4;585,1;1
vpja46;8;11A;13993,8;979,1;591;1
vpja46;9;8A;13826,9;976,9;588,6;1
vpja46;10;17D;12225,7;968,3;595,5;1
vpja46;11;5A;12726,1;962,25;591,3;1
vpja46;12;21C;12959,6;985,4;588,2;1
vpja46;13;26B;13093,1;971,3;605,5;1
vpja46;14;19D;13543,4;961,9;584,5;1
vpja46;15;22B;14077,1;972,381379310345;600,715172413793;1
vpja46;16;20C;12909,6;973,882773114539;587,815752797943;0
vpja46;17;7B;13076,3;973,882773114539;587,815752797943;0
vpja46;18;25C;12809,5;953,6;598;1
vpja46;19;3D;13376,6;982,282894736842;586,782894736842;1
vpja46;20;23D;12542,7;984,3;595,4;1
vpja46;21;14B;12409,2;970,4;578,9;1
vpja46;22;4B;13993,7;974;583,1;1
vpja46;23;12B;12459,2;965;585,3;1
vpja46;24;24B;13893,7;961,372280701754;582,38;1
vpja46;25;6C;12159;980,6;578,5;1
vpja46;26;2A;0;968,8;589,9;1
