vp;trial;pic;iti;blx;bly;blok
vpja78;1;12C;13310;954,767938931298;582,308778625954;1
vpja78;2;4D;12409,4;943,9;593;1
vpja78;3;13B;13209,9;956,1;649;1
vpja78;4;24A;14043,9;952,3;591;1
vpja78;5;23D;12476,1;945,4;600,9;1
vpja78;6;10A;13476,8;947,463859112566;611,573607763575;0
vpja78;7;2C;12576,2;947,463859112566;611,573607763575;0
vpja78;8;21B;13426,7;944,8;598,6;1
vpja78;9;1A;13109,9;960,6;599,8;1
vpja78;10;11D;13693,7;947,463859112566;611,573607763575;0
vpja78;11;7D;12859,6;951,5;592,3;1
vpja78;12;18C;13260;953,6;599,8;1
vpja78;13;17B;13493,5;954,9;615,8;1
vpja78;14;16C;12142,5;934,7;605,6;1
vpja78;15;3C;13243,3;955,2;624,8;1
vpja78;16;20D;13059,9;943,628865979381;596,703092783505;1
vpja78;17;6A;12292,6;962,042857142857;610,342857142857;1
vpja78;18;5B;13760,3;945,2;609,3;1
vpja78;19;25D;13326,7;944,1;629,9;1
vpja78;20;22D;14060,6;940,3;646,4;1
vpja78;21;14B;13827,1;935,8;623,6;1
vpja78;22;9C;12175,9;947,463859112566;611,573607763575;0
vpja78;23;8D;12409,3;947,463859112566;611,573607763575;0
vpja78;24;15A;12976,4;942,4;617,2;1
vpja78;25;26B;13343,4;941;627,2;1
vpja78;26;19C;0;934,501379310345;629,491034482759;1
