vp;trial;pic;iti;blx;bly;blok
vpja41;1;12B;12359,1;967,4;571,5;1
vpja41;2;23B;14093,7;966,480575539568;565,285971223022;1
vpja41;3;7C;13526,7;971,6;571,4;1
vpja41;4;10A;13810,1;972,6;572,3;1
vpja41;5;21D;13710,1;969;570,1;1
vpja41;6;5C;12359,1;969,8;573,6;1
vpja41;7;18D;12726;970,2;575,2;1
vpja41;8;13B;13276,5;967,1;577,1;1
vpja41;9;22D;13643,3;967,615204678363;553,20701754386;1
vpja41;10;11C;13393,2;970,8;559,1;1
vpja41;11;17A;13293,2;968,5;569,3;1
vpja41;12;15A;12809,4;967,1;564,3;1
vpja41;13;4A;13710,1;960,8;575,4;1
vpja41;14;1D;12959,5;960,916438356164;573,275342465753;1
vpja41;15;25A;13293,1;962,533448275862;584,570344827586;1
vpja41;16;6D;13026,3;957,8;583;1
vpja41;17;8A;13610;962,5;584,6;1
vpja41;18;20B;13943,6;970,6;567,5;1
vpja41;19;14D;13393,2;964,2;589,3;1
vpja41;20;19A;13076,3;967,1;585,3;1
vpja41;21;2A;13526,6;962,7;574,2;1
vpja41;22;9C;12859,5;966,4;581,9;1
vpja41;23;26B;14093,7;965;577;1
vpja41;24;3B;12359,1;965,7;588,7;1
vpja41;25;16B;12425,8;972,165172413793;582,256896551724;1
vpja41;26;24A;0;969,9;575;1
