vp;trial;pic;iti;blx;bly;blok
vpja32;1;17C;12876;948,4;611,3;1
vpja32;2;25D;12659,3;955,590357142857;602,447857142857;1
vpja32;3;7A;12725,9;947,1;616,8;1
vpja32;4;26C;12492,5;958,2;601,6;1
vpja32;5;10D;12292,3;939,7;615,3;1
vpja32;6;13A;12475,8;967,904152249135;603,855017301038;1
vpja32;7;18D;12642,5;936,9;659,3;1
vpja32;8;14D;12158,9;959,596113074205;614,837102473498;1
vpja32;9;15A;13576,6;965,707692307692;620;1
vpja32;10;2C;13076,2;959,8;639,6;1
vpja32;11;11D;12459,1;946,747450980392;588,21568627451;1
vpja32;12;21B;12992,9;953,3;644,8;1
vpja32;13;22B;12642,5;930,6;724,5;1
vpja32;14;8D;12525,8;945;666,8;1
vpja32;15;12A;13309,8;953,1;650,7;1
vpja32;16;9A;13426,4;947,5;687,9;1
vpja32;17;16C;13943,6;954,7;642;1
vpja32;18;6C;12575,8;928,1;680,9;1
vpja32;19;5B;12642,6;961,5;619,1;1
vpja32;20;23B;13543,2;941,677186311787;690,138783269962;1
vpja32;21;20B;13793,4;950,417697407515;641,865631697816;0
vpja32;22;1B;12142,2;948,8;706,1;1
vpja32;23;19C;12192,3;958,301785714286;615,380714285714;1
vpja32;24;24D;13293;950,417697407515;641,865631697816;0
vpja32;25;3A;14043,6;949,8;643;1
vpja32;26;4D;0;952;660,2;1
