vp;trial;pic;iti;blx;bly;blok
vpja36;1;19A;12876,1;954;575,9;1
vpja36;2;25C;13243,1;943,9;557,3;1
vpja36;3;11B;12992,9;961,4;577,8;1
vpja36;4;26A;13259,8;961,5;544;1
vpja36;5;15A;12959,5;953,5;575,8;1
vpja36;6;3D;13526,6;963,2;574,4;1
vpja36;7;14D;13193;956,2;542,8;1
vpja36;8;10A;14077,1;975,395698924731;541,254121863799;1
vpja36;9;9B;12125,6;970,7;577,5;1
vpja36;10;1D;12625,9;949,8;579,8;1
vpja36;11;20C;13526,7;971,01231884058;554,847101449275;1
vpja36;12;22D;13760,1;973,1;556,7;1
vpja36;13;13A;13526,6;970,9;557;1
vpja36;14;24D;13093;967,1;583,4;1
vpja36;15;7D;13726,7;962,474468085106;568,350354609929;1
vpja36;16;18A;13193,1;964,1;584,7;1
vpja36;17;16B;14093,7;966,8;596,7;1
vpja36;18;2D;12225,7;984,3;590,3;1
vpja36;19;4A;13726,7;963;572,6;1
vpja36;20;17A;13393,2;953,1;539,8;1
vpja36;21;5C;13326,5;967,9;555,4;1
vpja36;22;8D;12142,3;947,5;581,7;1
vpja36;23;12C;12125,5;941,9;535,5;1
vpja36;24;6B;12359,1;942,1;528,9;1
vpja36;25;21D;12976,3;955,8;584,2;1
vpja36;26;23D;0;979,5;578,9;1
