vp;trial;pic;iti;blx;bly;blok
vpja16;1;8B;13643,4;959,9;611,2;1
vpja16;2;3D;12926,1;961,1;603,6;1
vpja16;3;23B;14026,9;955,414997832377;606,603358299568;0
vpja16;4;16A;13626,7;955,426732673267;602,035643564356;1
vpja16;5;22D;12642,6;959,6;603,2;1
vpja16;6;17D;13676,7;962,7;598,3;1
vpja16;7;1B;12142,3;955,16301369863;606,516438356164;1
vpja16;8;2B;12759,3;953,5;609,5;1
vpja16;9;10A;14010,3;959,5;608,9;1
vpja16;10;9D;13526,6;954,3;603,8;1
vpja16;11;6D;13876,8;951,4;607,2;1
vpja16;12;20C;13960,3;961,4;607,2;1
vpja16;13;21B;12959,5;958,357692307692;600,465384615385;1
vpja16;14;4D;14093,6;953,067918088737;602,484641638225;1
vpja16;15;11D;12859,5;953;604,2;1
vpja16;16;12D;13176,3;956;601,4;1
vpja16;17;5D;12609,2;948,3;607,2;1
vpja16;18;26D;12959,5;956,4;610,5;1
vpja16;19;19A;13409,9;951,9;611,7;1
vpja16;20;7B;12809,4;949;614,4;1
vpja16;21;14D;13543,2;960;611,4;1
vpja16;22;25B;13910,2;952,6;606,1;1
vpja16;23;24A;13510;946,2;613,4;1
vpja16;24;18D;12375,7;954,022602739726;607,242123287671;1
vpja16;25;15C;13660;955,33698630137;606,239726027397;1
vpja16;26;13A;0;957,2;606,9;1
