vp;trial;pic;iti;blx;bly;blok
vpja04;1;5A;13343,1;959,2;593,2;1
vpja04;2;15A;13893,6;947,1;581,8;1
vpja04;3;23C;12609,4;955,7;604,3;1
vpja04;4;20B;12876,1;954,2;583,6;1
vpja04;5;25C;13910,3;956,5;574;1
vpja04;6;24A;13293,2;944,4;580;1
vpja04;7;7A;13359,8;951,7;587,5;1
vpja04;8;9C;13293,2;956,9;594,7;1
vpja04;9;1B;12992,9;948,3;593,1;1
vpja04;10;17D;13393,2;941,2;589,9;1
vpja04;11;16B;12876,2;956;607,8;1
vpja04;12;18B;13860,3;947,8;609,1;1
vpja04;13;22B;12309,1;936,1;593,8;1
vpja04;14;10B;13326,5;944,4;604,2;1
vpja04;15;26A;12142,3;942,4;603,9;1
vpja04;16;3A;13459,9;942,8;611,4;1
vpja04;17;19A;13376,6;941,6;599,4;1
vpja04;18;13C;13359,9;938,9;615;1
vpja04;19;8D;13343,2;945,7;610,1;1
vpja04;20;12D;13076,3;941;607,8;1
vpja04;21;4B;13910,3;945,4;613,9;1
vpja04;22;2A;12926,2;931,4;599,9;1
vpja04;23;6C;13743,5;936,2;623;1
vpja04;24;21D;12642,7;927;618,8;1
vpja04;25;11B;14293,9;925,4;628,9;1
vpja04;26;14A;0;939;618,4;1
