vp;trial;pic;iti;blx;bly;blok
vpja93;1;2B;13610,2;959,8;611,2;1
vpja93;2;26B;13560,1;954,1;605,1;1
vpja93;3;3D;13376,6;956,7;609,2;1
vpja93;4;24A;13359,9;959,00779606388;610,007292050154;0
vpja93;5;8C;12259,1;967,8;619,4;1
vpja93;6;23D;13310;962,3;603,9;1
vpja93;7;1D;13710,2;962,9;619;1
vpja93;8;15B;12609,3;954,7;618,1;1
vpja93;9;4C;13843,7;956,5;609,3;1
vpja93;10;25C;13109,7;950,043298969072;608,650859106529;1
vpja93;11;13B;12409,3;954;612,2;1
vpja93;12;17C;12876,2;964,3;615;1
vpja93;13;19B;13376,7;958,2;604,1;1
vpja93;14;20D;12792,8;960;614,6;1
vpja93;15;6B;12726,2;959,391726618705;610,722661870504;1
vpja93;16;11C;12192,4;963;610,6;1
vpja93;17;5C;12159;967,4;615,6;1
vpja93;18;10C;13093,1;957,2;605,5;1
vpja93;19;16D;13076,4;955,4;600,7;1
vpja93;20;14B;12225,8;951,3;602,9;1
vpja93;21;21C;14027,1;966,8;615;1
vpja93;22;12D;12626;963,9;607,1;1
vpja93;23;7D;13760,3;961,8;608,7;1
vpja93;24;9C;13109,7;949,804166666667;605,2375;1
vpja93;25;18C;12476;957,65570934256;598,871280276817;1
vpja93;26;22A;0;960,2;619,5;1
