vp;trial;pic;iti;blx;bly;blok
vpja40;1;18C;13409,9;1004,91541218638;582,45376344086;1
vpja40;2;9A;13409,8;1001,5;560,4;1
vpja40;3;14A;12492,6;989;549,4;1
vpja40;4;19C;12842,8;1008,8;551,6;1
vpja40;5;3C;12275,7;1004,4;539,9;1
vpja40;6;12C;14026,9;985,369863013699;559,976712328767;1
vpja40;7;4D;13526,7;997,8;543,1;1
vpja40;8;11B;12892,8;995,3;568,8;1
vpja40;9;7B;14093,7;1006,9795620438;570,386131386861;1
vpja40;10;5C;12726;1018,9897810219;564,062773722628;1
vpja40;11;10A;13093;979,3;563,8;1
vpja40;12;23B;13610;999,6;583,5;1
vpja40;13;21C;14110,4;994,737247793546;567,287515919906;0
vpja40;14;24C;12892,8;986,671379310345;566,393103448276;1
vpja40;15;17B;12392,5;1004,3035971223;570,593525179856;1
vpja40;16;16C;12309;998,959459459459;576,642702702703;1
vpja40;17;6B;13943,6;988,9;577,8;1
vpja40;18;15D;12575,9;986,126996197719;573,339543726236;1
vpja40;19;20C;13126,4;992,916438356164;579,421917808219;1
vpja40;20;25C;13209,7;980,6;577,2;1
vpja40;21;8B;13876,9;984,961458333333;574,330208333333;1
vpja40;22;22A;14110,3;978,1;571,2;1
vpja40;23;2A;13243,1;1004,5;557;1
vpja40;24;26B;13426,6;994,737247793546;567,287515919906;0
vpja40;25;13A;12342,4;987,8;567,6;1
vpja40;26;1D;0;987,9;586;1
