vp;trial;pic;iti;blx;bly;blok
vpja53;1;4A;13794;969,8;610,3;1
vpja53;2;25C;12926,8;971,754671280277;600,51660899654;1
vpja53;3;17C;13126,9;993,3;610,7;1
vpja53;4;12C;13010,1;1005,08707224335;599,931939163498;1
vpja53;5;11A;12593,2;992,677319587629;611,842268041237;1
vpja53;6;14C;13010,1;986,2;622,4;1
vpja53;7;9D;13477,2;1006,1;610,2;1
vpja53;8;2D;12926,7;1011,4;602,2;1
vpja53;9;20B;12142,8;987,2;604,9;1
vpja53;10;8A;13844,1;987,065755680107;602,416265946198;0
vpja53;11;10A;13160,3;986,9;607,1;1
vpja53;12;15B;13126,9;991,90824742268;597,984192439863;1
vpja53;13;23D;13944,2;975,772887323944;602,996478873239;1
vpja53;14;13D;13543,9;972,319587628866;595,007216494845;1
vpja53;15;19D;12860;987,065755680107;602,416265946198;0
vpja53;16;18A;13710,7;996,8;580,9;1
vpja53;17;6B;14027,6;993,452595155709;595,998269896194;1
vpja53;18;24C;12609,8;1008,5;600,1;1
vpja53;19;3D;13727,4;975,4;612,6;1
vpja53;20;7D;12593,1;987,3;602;1
vpja53;21;21A;13026,8;976,04;598,597142857143;1
vpja53;22;1C;12810;978,5;593;1
vpja53;23;22A;12209,5;973,6;597,3;1
vpja53;24;26C;13994,3;965,8;606,2;1
vpja53;25;16C;13810,7;996,7;592,8;1
vpja53;26;5D;0;987,065755680107;602,416265946198;0
