vp;trial;pic;iti;blx;bly;blok
vpja38;1;23B;12209;952,4;593,5;1
vpja38;2;15C;13993,6;942,404511698929;585,882541458089;0
vpja38;3;22A;12992,9;914,394423791822;575,310780669145;1
vpja38;4;8A;12626;942,404511698929;585,882541458089;0
vpja38;5;25A;13276,4;942,404511698929;585,882541458089;0
vpja38;6;13B;12642,7;958,7;579,6;1
vpja38;7;17B;14060,3;948,4;597;1
vpja38;8;19D;13626,7;942,404511698929;585,882541458089;0
vpja38;9;9C;14077;933;588,4;1
vpja38;10;21D;12809,5;937,1;604,4;1
vpja38;11;4C;13526,6;952,6;585,7;1
vpja38;12;1B;13143;934,792334494773;576,246341463415;1
vpja38;13;20C;12375,8;949,9;595,4;1
vpja38;14;5B;12609,2;942,404511698929;585,882541458089;0
vpja38;15;14A;13376,6;944,122261484099;578,421201413428;1
vpja38;16;3C;13976,9;939,5;589,1;1
vpja38;17;6A;12342,4;925,076702508961;594,289964157706;1
vpja38;18;2A;13009,6;939,9;581,7;1
vpja38;19;24C;14010,3;942,404511698929;585,882541458089;0
vpja38;20;26D;13543,3;941,9;581,1;1
vpja38;21;12B;12676;938,5;581,7;1
vpja38;22;11C;13293,1;942,404511698929;585,882541458089;0
vpja38;23;10C;12826,1;953,9;581,7;1
vpja38;24;7A;12942,9;946,1;574,1;1
vpja38;25;18A;13193;947,1;581,8;1
vpja38;26;16A;0;948,3;592,3;1
