vp;trial;pic;iti;blx;bly;blok
vpja50;1;16A;12892,9;975,5;602,2;1
vpja50;2;14C;12976,3;983,7;582;1
vpja50;3;5A;13910,3;982,8;586,6;1
vpja50;4;13C;13360;976,3;597,8;1
vpja50;5;9A;13626,7;978;587;1
vpja50;6;25A;12459,3;975,5;600,5;1
vpja50;7;6D;12909,6;972,3;585,6;1
vpja50;8;3A;13393,2;979,8;590,3;1
vpja50;9;24C;12626,1;986,6;579,2;1
vpja50;10;26C;12475,9;984,7;586,4;1
vpja50;11;21B;12392,5;967,8;600,8;1
vpja50;12;8A;14093,8;974;596,5;1
vpja50;13;19D;14060,4;974,7;599,9;1
vpja50;14;12B;13393,3;970,2;587,4;1
vpja50;15;22B;12442,6;976,2;587,3;1
vpja50;16;17C;13176,4;985;593,6;1
vpja50;17;7D;13710,2;974,1;604;1
vpja50;18;20B;13076,3;979,1;592,5;1
vpja50;19;23A;13176,5;984,4;576,1;1
vpja50;20;11A;13893,6;975,1;586,5;1
vpja50;21;10A;13743,6;988;585,2;1
vpja50;22;18C;14010,3;981,9;585,1;1
vpja50;23;15A;13376,6;979,4;581;1
vpja50;24;2D;12642,7;983,4;590,7;1
vpja50;25;1D;12392,6;974,2;597,9;1
vpja50;26;4A;0;980,4;584;1
