vp;trial;pic;iti;blx;bly;blok
vpja17;1;16D;13490,9;970,9;601,4;1
vpja17;2;9A;13028,7;984,2;607,1;1
vpja17;3;17B;13993,7;982,903484320557;605,809407665505;1
vpja17;4;3B;13343,2;979;593,8;1
vpja17;5;23C;12676;978,5;594,8;1
vpja17;6;6B;12242,4;971,1;597,9;1
vpja17;7;13D;13993,7;969,9;602,5;1
vpja17;8;26B;13293,1;969,7;591,9;1
vpja17;9;21A;12125,7;969,9;606,8;1
vpja17;10;4C;13610;968,3;609,3;1
vpja17;11;5B;13826,9;971,356;609,264;1
vpja17;12;7C;12692,7;961,4;603,7;1
vpja17;13;18B;13476,6;969,4;610,9;1
vpja17;14;22B;13410;965,2;608,5;1
vpja17;15;8D;13860,2;982,6;597,2;1
vpja17;16;25D;12992,9;964,3;610,1;1
vpja17;17;20D;13410;966,7;603,2;1
vpja17;18;24B;13860,2;979,9;598,3;1
vpja17;19;12C;12509,2;962,6;607,7;1
vpja17;20;2A;13293,2;971,2;601,8;1
vpja17;21;15A;12959,6;950,6;610,5;1
vpja17;22;10B;13209,7;971,7;595,8;1
vpja17;23;19A;13826,9;970,3;601,2;1
vpja17;24;14B;13693,5;958,2;613,6;1
vpja17;25;11C;13459,9;957,9;614,6;1
vpja17;26;1D;0;966,1;605,1;1
