vp;trial;pic;iti;blx;bly;blok
vpja35;1;10D;13243,1;964,6;518,1;1
vpja35;2;26A;12826,1;974,4;561,3;1
vpja35;3;19B;13076,3;959,472535211267;587,614084507042;1
vpja35;4;7D;12692,6;961,1;565,4;1
vpja35;5;20B;13793,5;951,7;571,8;1
vpja35;6;12B;14077;952,8;540,6;1
vpja35;7;1D;12609,3;954,8;576,9;1
vpja35;8;14B;12692,7;971,6;578,5;1
vpja35;9;11D;12692,7;954,8;558,1;1
vpja35;10;21B;12792,7;970,6;549,7;1
vpja35;11;8A;13026,3;970,9;573,3;1
vpja35;12;18A;12742,7;967,2;602,3;1
vpja35;13;15B;13276,4;964,6;590,5;1
vpja35;14;6B;13993,6;957,6;591,2;1
vpja35;15;22D;13793,5;969,8;592,1;1
vpja35;16;2A;13209,8;960,4;585,1;1
vpja35;17;16D;13793,4;960,5;579,1;1
vpja35;18;5B;12576;975,2;595,2;1
vpja35;19;23A;12158,9;950,2;605,1;1
vpja35;20;13B;13176,4;948,1;607,8;1
vpja35;21;4B;13543,3;939,6;613,9;1
vpja35;22;3B;13826,8;954,2;603,5;1
vpja35;23;24C;13293,1;942,1;551,6;1
vpja35;24;25B;13126,4;954,242906574394;620,212456747405;1
vpja35;25;9A;13976,9;954,1;620,1;1
vpja35;26;17B;0;961,4;614;1
