vp;trial;pic;iti;blx;bly;blok
vpja48;1;4B;14046,9;992,4;580,6;1
vpja48;2;24C;14093,8;980,6;569,8;1
vpja48;3;7B;12676;983,780427046263;583,758362989324;1
vpja48;4;18D;13893,7;981,3;586,3;1
vpja48;5;5A;14110,4;988,8;570,1;1
vpja48;6;14D;13726,9;985,5;564,7;1
vpja48;7;19D;12826,1;993,238129496403;573,04964028777;1
vpja48;8;15D;12509,3;980,3;590,2;1
vpja48;9;8D;12692,7;983;582,5;1
vpja48;10;16D;12225,8;986,7;574;1
vpja48;11;13A;12325,8;986,563898916968;568,587003610108;1
vpja48;12;12D;12342,4;983,9;575,1;1
vpja48;13;25D;12459,3;986,078494623656;575,844086021505;1
vpja48;14;6D;12142,3;981,634782608696;574,478260869565;1
vpja48;15;1B;13877;975,4;589,6;1
vpja48;16;22B;13943,6;985,295925925926;562,461111111111;1
vpja48;17;26B;12576;987,2;571,1;1
vpja48;18;23D;12926,3;986,4;575,7;1
vpja48;19;21D;12926,2;982,2;573,3;1
vpja48;20;10A;12792,8;993,889473684211;579,626315789474;1
vpja48;21;2D;12943;990,3;565,8;1
vpja48;22;17D;13876,9;984,8;584,7;1
vpja48;23;3D;13843,6;981,421352313167;581,319928825623;1
vpja48;24;9C;12192,4;993,914134275618;569,831802120141;1
vpja48;25;20D;12942,9;985,310545454545;575,061818181818;1
vpja48;26;11D;0;972,6;579,2;1
