vp;trial;pic;iti;blx;bly;blok
vpja11;1;14A;13209,7;967,612068965517;549,305172413793;1
vpja11;2;10B;12942,8;962,8;573,6;1
vpja11;3;17A;13059,6;970,500801465617;563,671738804041;0
vpja11;4;7C;12359,1;973,7;547,2;1
vpja11;5;4B;12192,3;972,6;560,6;1
vpja11;6;25D;13393,1;970,7;564,7;1
vpja11;7;21A;13726,7;975,1;563,1;1
vpja11;8;16B;13426,6;973,7;549;1
vpja11;9;13B;12559,2;967,8;578,6;1
vpja11;10;22D;12325,7;970,9;580,2;1
vpja11;11;3D;13343,1;970,500801465617;563,671738804041;0
vpja11;12;15D;12492,5;975,3;565,9;1
vpja11;13;8C;13476,5;960,6;576;1
vpja11;14;5D;12609,3;963,8;566;1
vpja11;15;12C;12325,7;976,6;550,1;1
vpja11;16;26C;12959,5;964,528965517241;566,814482758621;1
vpja11;17;11D;12192,3;961;554,2;1
vpja11;18;6B;13459,9;972,1;557,2;1
vpja11;19;23D;12892,7;956,9;583,3;1
vpja11;20;19A;13510;961,3;549,9;1
vpja11;21;9D;12759,3;974,1;572,2;1
vpja11;22;2B;12209;978,2;577,5;1
vpja11;23;20B;12892,8;977,678200692042;572,602076124567;1
vpja11;24;1A;13276,4;981,3;562,7;1
vpja11;25;24A;14026,9;975,4;565,5;1
vpja11;26;18A;0;978,3;541,9;1
