vp;trial;pic;iti;blx;bly;blok
vpja83;1;15A;13977,5;953,6;606,9;1
vpja83;2;11C;12209,4;943,8;598,2;1
vpja83;3;24A;13527,1;951,6;603,9;1
vpja83;4;20C;13393,7;955,6;612,3;1
vpja83;5;3C;13427;959,4;599,2;1
vpja83;6;7D;12459,6;962,6;616,4;1
vpja83;7;1C;14077,6;959,6;610,9;1
vpja83;8;19A;13693,9;945,1;611,7;1
vpja83;9;21D;12943,3;964,1;595,9;1
vpja83;10;22C;14294,4;960,2;598;1
vpja83;11;23B;13460,4;946;617,6;1
vpja83;12;17C;12960;950,6;599,5;1
vpja83;13;25B;12543,1;958,891304347826;602,813043478261;1
vpja83;14;2B;12309,5;948,8;613,3;1
vpja83;15;12B;13110,1;967,6;604,8;1
vpja83;16;13C;13193,6;969,157534246575;595,741438356164;1
vpja83;17;16C;13076,7;960,2;613,2;1
vpja83;18;10A;12643,1;943,4;625,4;1
vpja83;19;5B;12342,9;963,523846153846;621,774230769231;1
vpja83;20;18C;12893,3;955,008771929825;615,529824561404;1
vpja83;21;4A;12509,7;952,4;607,3;1
vpja83;22;9B;12726,5;958,6;612,1;1
vpja83;23;8C;12759,9;955,528126594525;608,074583479485;0
vpja83;24;6B;13126,8;960,221708185054;615,806049822064;1
vpja83;25;14A;12809,9;945,8;612,5;1
vpja83;26;26A;0;952,4;591,1;1
