vp;trial;pic;iti;blx;bly;blok
vpja20;1;2A;13076,3;993,5;553,9;1
vpja20;2;13A;13543,4;999,6;546,6;1
vpja20;3;16B;13876,9;1002,4;567;1
vpja20;4;4D;13793,6;987,8;567;1
vpja20;5;20D;14127,1;974,968115942029;576,698550724638;1
vpja20;6;7A;12642,7;985,9;596,9;1
vpja20;7;17A;14110,5;966,5;572,6;1
vpja20;8;5C;13076,3;964,4;575,4;1
vpja20;9;26B;12676,1;981,727402135231;611,901779359431;1
vpja20;10;3C;12375,8;970,302068965517;562,48;1
vpja20;11;12C;12959,6;979,4;567,3;1
vpja20;12;6D;14027,1;974,3;562,4;1
vpja20;13;25D;12592,7;963,3;585,2;1
vpja20;14;18B;12642,7;996,837142857143;560,158571428571;1
vpja20;15;11C;13543,4;972,881454545454;596,901090909091;1
vpja20;16;8A;14260,5;962,9;575,2;1
vpja20;17;15A;13043;978,368345323741;563,574100719424;1
vpja20;18;14A;12375,9;990,506859205776;559,98916967509;1
vpja20;19;24B;13643,4;961,8;593,3;1
vpja20;20;23C;13076,4;964,074744027304;616,771672354949;1
vpja20;21;22A;12442,5;974,6;575,7;1
vpja20;22;1B;12876,3;980,4;562,6;1
vpja20;23;10D;13910,3;967;585;1
vpja20;24;21C;13676,8;970,1;592,2;1
vpja20;25;19A;13610,1;969,6;585,6;1
vpja20;26;9D;0;977,3;591;1
