vp;trial;pic;iti;blx;bly;blok
vpja08;1;3C;12459,2;957;600,1;1
vpja08;2;16C;12792,8;957,5;579,8;1
vpja08;3;19C;13393,2;954,4;581,7;1
vpja08;4;23B;12809,5;961,4;602,5;1
vpja08;5;5C;12609,3;958,8;595;1
vpja08;6;20B;12842,8;956,5;598,1;1
vpja08;7;8A;13143,1;953,805980722452;597,087709420553;0
vpja08;8;26A;13543,3;955,146416382253;597,849146757679;1
vpja08;9;14B;13877;961,010894941634;597,527237354086;1
vpja08;10;4A;13893,6;956,6;595,8;1
vpja08;11;18B;14060,4;951,798630136986;609,945205479452;1
vpja08;12;6C;12642,6;948,5;604,2;1
vpja08;13;21B;12242,4;953,2;592,8;1
vpja08;14;9B;12259,1;952,638907849829;597,083276450512;1
vpja08;15;15A;13660,1;960,2;577,2;1
vpja08;16;7A;12159;941,715894039735;594,360927152318;1
vpja08;17;11A;12359,1;960,1;603,5;1
vpja08;18;10C;12876,2;958,575555555556;589,88;1
vpja08;19;25B;13259,8;953,1;610,3;1
vpja08;20;12A;12909,6;955,658064516129;611,53835125448;1
vpja08;21;17A;12659,3;951,4;602,6;1
vpja08;22;2B;13743,5;941,791752577319;596,601718213058;1
vpja08;23;13C;14077,1;957,1;603,8;1
vpja08;24;22C;13610,1;951,6;596,8;1
vpja08;25;24A;13960,3;941,5;590;1
vpja08;26;1B;0;947,913402061856;598,206872852234;1
