vp;trial;pic;iti;blx;bly;blok
vpja01;1;15A;12892,9;952,6;595;1
vpja01;2;17A;13343,2;949,2;595,3;1
vpja01;3;22B;14060,4;946,881242081122;595,43416867642;0
vpja01;4;5C;12309,1;949,7;591,7;1
vpja01;5;25D;12359,1;946,881242081122;595,43416867642;0
vpja01;6;3A;12626;948,6;603,4;1
vpja01;7;12B;12642,7;946,881242081122;595,43416867642;0
vpja01;8;11B;12742,8;946,2;598,1;1
vpja01;9;8C;14110,4;949,371428571429;588,586428571429;1
vpja01;10;16A;12959,6;945,3;600,1;1
vpja01;11;18D;14177,1;952,133103448276;597,440689655172;1
vpja01;12;13A;13326,6;940,3;585,5;1
vpja01;13;24C;13209,7;946,9;603,7;1
vpja01;14;14D;14110,5;950,375;597,01404109589;1
vpja01;15;4A;12726;946;584;1
vpja01;16;9A;12342,5;940,6;600,7;1
vpja01;17;1A;12392,5;948,6;598;1
vpja01;18;19D;12992,9;946,881242081122;595,43416867642;0
vpja01;19;10A;13810,2;947,7;597;1
vpja01;20;7A;12909,6;942,1;597,4;1
vpja01;21;2A;14010,4;947,8;602,9;1
vpja01;22;23B;12225,7;945,3;587,4;1
vpja01;23;21A;14177,1;942,824460431655;600,143884892086;1
vpja01;24;26A;12309,1;947,2;586,6;1
vpja01;25;6C;13409,9;948,483333333333;601,666666666667;1
vpja01;26;20B;0;944,1;587,9;1
