vp;trial;pic;iti;blx;bly;blok
vpja44;1;22C;12240,2;945,6;608,1;1
vpja44;2;18B;13045,3;954,4;611,4;1
vpja44;3;12B;13093;952,1;597;1
vpja44;4;5B;13043;949,6;600,8;1
vpja44;5;10D;13043;937,2;606;1
vpja44;6;16D;13193,2;964,9;591,3;1
vpja44;7;9A;12392,5;933,6;594,4;1
vpja44;8;8D;12876,2;950,6;598,6;1
vpja44;9;17B;13843,6;943,3;598,5;1
vpja44;10;1D;13359,9;947,9;606,8;1
vpja44;11;7A;13126,4;953;610,5;1
vpja44;12;13A;12792,9;943,9;605,9;1
vpja44;13;21C;13026,3;944,4;601,2;1
vpja44;14;20A;13876,9;945,6;599,4;1
vpja44;15;19D;12442,6;944,4;596,2;1
vpja44;16;2B;14010,4;943,9;599,7;1
vpja44;17;26A;13393,3;947,063804675879;600,619713608715;0
vpja44;18;15B;13676,8;941;598,5;1
vpja44;19;4A;13526,7;950,474657534246;593,791095890411;1
vpja44;20;23C;13676,8;933,424861878453;596,423756906077;1
vpja44;21;25D;12175,7;947,9;615,8;1
vpja44;22;6B;13076,4;945,8;603,5;1
vpja44;23;14C;12942,9;943,1;598,2;1
vpja44;24;3D;12409,2;964,695597484277;591,277987421384;1
vpja44;25;24D;13693,5;955,9;589,5;1
vpja44;26;11D;0;939,9;602,7;1
