vp;trial;pic;iti;blx;bly;blok
vpja12;1;15B;13776,7;968;600,5;1
vpja12;2;25B;12876,2;979,1;595,9;1
vpja12;3;16C;13343,1;994;596,2;1
vpja12;4;1A;12859,4;996,222222222222;593,233333333333;1
vpja12;5;18C;13293,1;991,3;595,4;1
vpja12;6;7A;14093,6;974,985910652921;592,082474226804;1
vpja12;7;10C;13193;980,8;589,1;1
vpja12;8;17A;13810,1;987,8;575,2;1
vpja12;9;8A;13176,4;985;573;1
vpja12;10;20A;12492,5;1000,29517241379;577,68;1
vpja12;11;3B;14060,3;990,1;557,7;1
vpja12;12;23D;12942,8;1000,1;586,4;1
vpja12;13;26C;14110,3;977,3;593,2;1
vpja12;14;24B;12509,2;980,481506849315;584,997945205479;1
vpja12;15;9C;12225,6;984;575,8;1
vpja12;16;14D;12409,1;981;576,1;1
vpja12;17;11C;12942,8;975,123711340206;574,30824742268;1
vpja12;18;5A;13760,1;1008,85349794239;572,781893004115;1
vpja12;19;19A;12892,8;1010,3;603,4;1
vpja12;20;22B;12759,4;989,114186851211;569,026643598616;1
vpja12;21;12D;13843,5;996,8;580,8;1
vpja12;22;4B;12392,4;988,5;571,4;1
vpja12;23;2D;13276,4;978,1;581;1
vpja12;24;6C;12692,6;979,8;580;1
vpja12;25;13A;12325,7;974,1;579,3;1
vpja12;26;21A;0;983,39175257732;562,757731958763;1
