vp;trial;pic;iti;blx;bly;blok
vpja72;1;1A;12976,4;956,5;602,7;1
vpja72;2;11D;12609,5;970,222727272727;579,672727272727;1
vpja72;3;15D;13126,6;956,1;603,5;1
vpja72;4;26B;12792,9;957,5;600,6;1
vpja72;5;22B;12125,8;960,9;589,3;1
vpja72;6;24A;12342,7;949,9;604,7;1
vpja72;7;10A;12526,1;949,951336171355;605,692165497338;0
vpja72;8;8B;13460,1;955,9;580,3;1
vpja72;9;25C;13877,1;959,3;600,2;1
vpja72;10;14A;13827,1;963,6;596,5;1
vpja72;11;2A;14010,6;948,472789115646;601,504761904762;1
vpja72;12;18D;14110,6;949,951336171355;605,692165497338;0
vpja72;13;4C;13326,7;945,6;607,1;1
vpja72;14;19D;12559,5;946;609,7;1
vpja72;15;12B;12592,8;968,9;602,7;1
vpja72;16;3C;13159,9;952,6;628,3;1
vpja72;17;20A;12793;932,7;602,5;1
vpja72;18;9D;13093,2;944,136551724138;606,534482758621;1
vpja72;19;5D;13877,1;942,1;630,6;1
vpja72;20;13A;13043,2;937,1;608,5;1
vpja72;21;23C;12843;945,4;610,4;1
vpja72;22;6A;12542,8;945,9;621,2;1
vpja72;23;21D;12642,8;935,5;627,5;1
vpja72;24;17A;12125,9;935,8;626,7;1
vpja72;25;16D;12409,3;943;584,8;1
vpja72;26;7D;0;945,7;611,1;1
